"Province_State";"Country_Region";"Confirmed";"Deaths"
"Ecuador";"Ecuador";602942;34206
"Egypt";"Egypt";398879;22123
"El Salvador";"El Salvador";123577;3832
"Equatorial Guinea";"Equatorial Guinea";15319;178
"Eritrea";"Eritrea";8876;86
"Estonia";"Estonia";264702;1976
"Ethiopia";"Ethiopia";456279;7131
"Fiji";"Fiji";59418;730
"Finland";"Finland";371135;1724
"French Guiana";"France";65083;344
"French Polynesia";"France";47009;636
"Guadeloupe";"France";65135;832
"Martinique";"France";63055;795
"Mayotte";"France";33757;186
"New Caledonia";"France";13536;281
"Reunion";"France";102216;435
"Saint Barthelemy";"France";2927;6
"Saint Pierre and Miquelon";"France";415;0
"St Martin";"France";7713;60
"Wallis and Futuna";"France";454;7
"France";"France";13604085;124277
"Gabon";"Gabon";45152;297
"Gambia";"Gambia";11122;344
"Georgia";"Georgia";990183;14425
"Baden-Wurttemberg";"Germany";1120654;13424
"Bayern";"Germany";1446707;20170
"Berlin";"Germany";396919;4067
"Brandenburg";"Germany";272660;4874
"Bremen";"Germany";65507;620
"Hamburg";"Germany";172064;2049
"Hessen";"Germany";542070;8672
"Mecklenburg-Vorpommern";"Germany";115867;1570
"Niedersachsen";"Germany";506283;6994
"Nordrhein-Westfalen";"Germany";1550949;20745
"Rheinland-Pfalz";"Germany";309170;4734
"Saarland";"Germany";82715;1299
"Sachsen";"Germany";679042;13770
"Sachsen-Anhalt";"Germany";238769;4472
"Schleswig-Holstein";"Germany";158866;1915
"Thuringen";"Germany";303294;6252
"Ghana";"Ghana";153514;1343
"Greece";"Greece";1650088;21888
"Grenada";"Grenada";9535;203
"Guatemala";"Guatemala";651774;16175
"Guinea";"Guinea";35202;406
"Guinea-Bissau";"Guinea-Bissau";7004;152
"Guyana";"Guyana";50121;1086
"Haiti";"Haiti";27082;780
"Honduras";"Honduras";382440;10449
"Hungary";"Hungary";1327014;40237
"Iceland";"Iceland";44974;44
"Andaman and Nicobar Islands";"India";8581;129
"Andhra Pradesh";"India";2101710;14509
"Arunachal Pradesh";"India";56493;282
"Assam";"India";644026;6201
"Bihar";"India";781717;12127
"Chandigarh";"India";76270;1086
"Chhattisgarh";"India";1055753;13647
"Dadra and Nagar Haveli and Daman and Diu";"India";10950;4
"Delhi";"India";1691684;25335
"Goa";"India";207243;3550
"Gujarat";"India";916090;10151
"Haryana";"India";837998;10098
"Himachal Pradesh";"India";242289;3889
"Jammu and Kashmir";"India";355874;4561
"Jharkhand";"India";402533;5199
"Karnataka";"India";3186040;38418
"Kerala";"India";5360708;50674
"Ladakh";"India";23209;222
"Lakshadweep";"India";10480;51
"Madhya Pradesh";"India";824543;10543
"Maharashtra";"India";7170483;141779
"Manipur";"India";126979;2014
"Meghalaya";"India";86147;1490
"Mizoram";"India";152255;570
"Nagaland";"India";32834;703
"Odisha";"India";1122735;8478
"Puducherry";"India";136550;1886
"Punjab";"India";656549;16754
"Rajasthan";"India";1027990;8999
"Sikkim";"India";34399;413
"Tamil Nadu";"India";2915948;36967
"Telangana";"India";707162;4054
"Tripura";"India";90935;838
"Uttar Pradesh";"India";1816974;22953
"Uttarakhand";"India";367272;7440
"West Bengal";"India";1882761;20052
"Indonesia";"Indonesia";4270794;144167
"Iran";"Iran";6218741;132044
"Iraq";"Iraq";2110683;24242
"Ireland";"Ireland";1092736;6035
"Israel";"Israel";1773629;8304
"Abruzzo";"Italy";162806;2691
"Basilicata";"Italy";47828;652
"Calabria";"Italy";142960;1716
"Campania";"Italy";824083;8708
"Emilia-Romagna";"Italy";789044;14536
"Friuli Venezia Giulia";"Italy";205114;4336
"Lazio";"Italy";682635;9512
"Liguria";"Italy";216912;4724
"Lombardia";"Italy";1748171;35854
"Marche";"Italy";177399;3305
"Molise";"Italy";23345;513
"P.A. Bolzano";"Italy";125400;1327
"P.A. Trento";"Italy";92293;1445
"Piemonte";"Italy";685051;12268
"Puglia";"Italy";417380;7059
"Sardegna";"Italy";105889;1758
"Sicilia";"Italy";514101;7878
"Toscana";"Italy";571128;7818
"Umbria";"Italy";126010;1557
"Valle d'Aosta";"Italy";23488;495
"Veneto";"Italy";868413;12704
"Jamaica";"Jamaica";110250;2522
"Aichi";"Japan";113403;1164
"Akita";"Japan";2059;27
"Aomori";"Japan";6393;39
"Chiba";"Japan";105071;1029
"Ehime";"Japan";6273;82
"Fukui";"Japan";3537;38
"Fukuoka";"Japan";78905;628
"Fukushima";"Japan";9880;176
"Gifu";"Japan";20136;219
"Gunma";"Japan";18957;182
"Hiroshima";"Japan";29379;206
"Hokkaido";"Japan";63937;1477
"Hyogo";"Japan";83513;1398
"Ibaraki";"Japan";25690;220
"Ishikawa";"Japan";8370;139
"Iwate";"Japan";3600;53
"Kagawa";"Japan";5083;38
"Kagoshima";"Japan";10333;66
"Kanagawa";"Japan";176237;1321
"Kochi";"Japan";4310;33
"Kumamoto";"Japan";16035;136
"Kyoto";"Japan";39663;292
"Mie";"Japan";15698;165
"Miyagi";"Japan";16724;118
"Miyazaki";"Japan";6589;41
"Nagano";"Japan";10420;97
"Nagasaki";"Japan";6976;73
"Nara";"Japan";16798;149
"Niigata";"Japan";9536;63
"Oita";"Japan";8656;84
"Okayama";"Japan";16594;136
"Okinawa";"Japan";65870;398
"Osaka";"Japan";219100;3069
"Port Quarantine";"Japan";4463;4
"Saga";"Japan";6718;30
"Saitama";"Japan";121431;1060
"Shiga";"Japan";14089;104
"Shimane";"Japan";2247;5
"Shizuoka";"Japan";29076;210
"Tochigi";"Japan";16790;118
"Tokushima";"Japan";3457;66
"Tokyo";"Japan";403662;3178
"Tottori";"Japan";1889;5
"Toyama";"Japan";5077;52
"Wakayama";"Japan";5951;62
"Yamagata";"Japan";3817;56
"Yamaguchi";"Japan";7922;94
"Yamanashi";"Japan";5680;29
"Jordan";"Jordan";1097474;12974
"Kazakhstan";"Kazakhstan";1134598;18293
"Kenya";"Kenya";317324;5488
"Kosovo";"Kosovo";165363;2994
"Kuwait";"Kuwait";460828;2475
"Kyrgyzstan";"Kyrgyzstan";188813;2828
"Laos";"Laos";124193;488
"Latvia";"Latvia";301654;4726
"Lebanon";"Lebanon";814631;9367
"Lesotho";"Lesotho";31734;687
"Liberia";"Liberia";7121;287
"Libya";"Libya";396452;5828
"Liechtenstein";"Liechtenstein";7153;72
"Lithuania";"Lithuania";564039;7643
"Luxembourg";"Luxembourg";123340;934
"Madagascar";"Madagascar";55138;1169
"Malawi";"Malawi";82506;2459
"Johor";"Malaysia";250409;3892
"Kedah";"Malaysia";171653;2177
"Kelantan";"Malaysia";173397;1265
"Melaka";"Malaysia";78517;962
"Negeri Sembilan";"Malaysia";115514;1326
"Pahang";"Malaysia";98360;791
"Perak";"Malaysia";131047;1420
"Perlis";"Malaysia";7402;137
"Pulau Pinang";"Malaysia";163987;1761
"Sabah";"Malaysia";244004;2808
"Sarawak";"Malaysia";252594;1619
"Selangor";"Malaysia";798873;10015
"Terengganu";"Malaysia";84227;743
"W.P. Kuala Lumpur";"Malaysia";214603;2692
"W.P. Labuan";"Malaysia";10981;151
"W.P. Putrajaya";"Malaysia";9769;22
"Maldives";"Maldives";102372;265
"Mali";"Mali";28321;688
"Malta";"Malta";63409;504
"Mauritania";"Mauritania";54393;903
"Mauritius";"Mauritius";24425;240
"Aguascalientes";"Mexico";43293;3091
"Baja California";"Mexico";104770;11306
"Baja California Sur";"Mexico";75114;2444
"Campeche";"Mexico";25821;2108
"Chiapas";"Mexico";24579;2299
"Chihuahua";"Mexico";93091;8923
"Ciudad de Mexico";"Mexico";1091591;40452
"Coahuila";"Mexico";115080;7931
"Colima";"Mexico";37190;2040
"Durango";"Mexico";57046;3198
"Guanajuato";"Mexico";222272;13578
"Guerrero";"Mexico";81557;6340
"Hidalgo";"Mexico";68255;7929
"Jalisco";"Mexico";181112;17880
"Mexico";"Mexico";410619;44950
"Michoacan";"Mexico";77381;8299
"Morelos";"Mexico";53705;4959
"Nayarit";"Mexico";40181;2927
"Nuevo Leon";"Mexico";230559;13811
"Oaxaca";"Mexico";88683;5680
"Puebla";"Mexico";132585;15780
"Queretaro";"Mexico";108201;5688
"Quintana Roo";"Mexico";72208;4128
"San Luis Potosi";"Mexico";125477;6869
"Sinaloa";"Mexico";86059;9052
"Sonora";"Mexico";133430;9290
"Tabasco";"Mexico";156139;5779
"Tamaulipas";"Mexico";114747;7172
"Tlaxcala";"Mexico";31093;3003
"Veracruz";"Mexico";130380;15185
"Yucatan";"Mexico";85090;5750
"Zacatecas";"Mexico";51874;3493
"Moldova";"Moldova";387920;10437
"Monaco";"Monaco";6610;44
"Mongolia";"Mongolia";407542;2085
"Montenegro";"Montenegro";202348;2466
"Morocco";"Morocco";1043225;14963
"Mozambique";"Mozambique";218797;2123
"Namibia";"Namibia";154261;3814
"Nepal";"Nepal";849204;11617
"Aruba";"Netherlands";30420;184
"Bonaire, Sint Eustatius and Saba";"Netherlands";5438;25
"Curacao";"Netherlands";32892;202
"Drenthe";"Netherlands";71709;426
"Flevoland";"Netherlands";82351;313
"Friesland";"Netherlands";108698;586
"Gelderland";"Netherlands";395815;2609
"Groningen";"Netherlands";87503;342
"Limburg";"Netherlands";247043;2077
"Noord-Brabant";"Netherlands";537125;3561
"Noord-Holland";"Netherlands";603055;3138
"Overijssel";"Netherlands";225846;1347
"Sint Maarten";"Netherlands";8530;75
"Utrecht";"Netherlands";279357;1479
"Zeeland";"Netherlands";71768;358
"Zuid-Holland";"Netherlands";803151;4892
"Cook Islands";"New Zealand";2;0
"New Zealand";"New Zealand";15069;52
"Nicaragua";"Nicaragua";17563;218
"Niger";"Niger";8347;287
"Nigeria";"Nigeria";250628;3095
"North Macedonia";"North Macedonia";243284;8092
"Norway";"Norway";504789;1381
"Oman";"Oman";310338;4119
"Azad Jammu and Kashmir";"Pakistan";34750;749
"Balochistan";"Pakistan";33699;367
"Gilgit-Baltistan";"Pakistan";10445;187
"Islamabad";"Pakistan";110963;969
"Khyber Pakhtunkhwa";"Pakistan";182199;5958
"Punjab";"Pakistan";452261;13088
"Sindh";"Pakistan";499830;7694
"Panama";"Panama";567578;7511
"Papua New Guinea";"Papua New Guinea";36435;596
"Paraguay";"Paraguay";475686;16670
"Amazonas";"Peru";34029;1293
"Ancash";"Peru";88759;6789
"Apurimac";"Peru";27769;1528
"Arequipa";"Peru";129320;9776
"Ayacucho";"Peru";36885;2171
"Cajamarca";"Peru";72311;4205
"Callao";"Peru";113655;10146
"Cusco";"Peru";77692;4835
"Huancavelica";"Peru";17317;1185
"Huanuco";"Peru";39063;2734
"Ica";"Peru";67451;8627
"Junin";"Peru";95384;7121
"La Libertad";"Peru";101353;10420
"Lambayeque";"Peru";65954;8720
"Lima";"Peru";1132690;89734
"Loreto";"Peru";46244;4285
"Madre de Dios";"Peru";14466;782
"Moquegua";"Peru";32200;1542
"Pasco";"Peru";17252;1051
"Piura";"Peru";103155;12327
"Puno";"Peru";45159;4276
"San Martin";"Peru";51053;3043
"Tacna";"Peru";34636;1984
"Tumbes";"Peru";19965;1600
"Ucayali";"Peru";32780;3091
"Philippines";"Philippines";3168379;52858
"Poland";"Poland";4298375;102270
"Portugal";"Portugal";1852703;19270
"Qatar";"Qatar";295221;624
"Romania";"Romania";1895833;59212
"Adygea Republic";"Russia";28223;781
"Altai Krai";"Russia";124078;6953
"Altai Republic";"Russia";25650;535
"Amur Oblast";"Russia";56778;624
"Arkhangelsk Oblast";"Russia";125881;1552
"Astrakhan Oblast";"Russia";83187;2537
"Bashkortostan Republic";"Russia";125084;4565
"Belgorod Oblast";"Russia";83284;1834
"Bryansk Oblast";"Russia";98929;3062
"Buryatia Republic";"Russia";78168;2524
"Chechen Republic";"Russia";31701;965
"Chelyabinsk Oblast";"Russia";150144;6368
"Chukotka Autonomous Okrug";"Russia";2985;39
"Chuvashia Republic";"Russia";47273;4135
"Dagestan Republic";"Russia";67579;3281
"Ingushetia Republic";"Russia";29671;490
"Irkutsk Oblast";"Russia";161206;7160
"Ivanovo Oblast";"Russia";69812;2628
"Jewish Autonomous Okrug";"Russia";11890;431
"Kabardino-Balkarian Republic";"Russia";43253;1517
"Kaliningrad Oblast";"Russia";84498;1327
"Kalmykia Republic";"Russia";34215;753
"Kaluga Oblast";"Russia";66980;1260
"Kamchatka Krai";"Russia";24164;518
"Karachay-Cherkess Republic";"Russia";33107;921
"Karelia Republic";"Russia";91960;1252
"Kemerovo Oblast";"Russia";88782;1784
"Khabarovsk Krai";"Russia";128905;1292
"Khakassia Republic";"Russia";54693;2068
"Khanty-Mansi Autonomous Okrug";"Russia";97997;2088
"Kirov Oblast";"Russia";81601;785
"Komi Republic";"Russia";98816;2712
"Kostroma Oblast";"Russia";49153;1142
"Krasnodar Krai";"Russia";124716;9936
"Krasnoyarsk Krai";"Russia";177163;9075
"Kurgan Oblast";"Russia";51961;1031
"Kursk Oblast";"Russia";83091;2113
"Leningrad Oblast";"Russia";105341;3080
"Lipetsk Oblast";"Russia";85852;2921
"Magadan Oblast";"Russia";13826;356
"Mari El Republic";"Russia";29922;956
"Mordovia Republic";"Russia";41266;1082
"Moscow";"Russia";2082224;37807
"Moscow Oblast";"Russia";660444;12722
"Murmansk Oblast";"Russia";93402;2841
"Nenets Autonomous Okrug";"Russia";3550;89
"Nizhny Novgorod Oblast";"Russia";236010;10186
"North Ossetia - Alania Republic";"Russia";31997;1023
"Novgorod Oblast";"Russia";66909;805
"Novosibirsk Oblast";"Russia";98645;4424
"Omsk Oblast";"Russia";133838;3334
"Orel Oblast";"Russia";72223;1575
"Orenburg Oblast";"Russia";109372;3537
"Penza Oblast";"Russia";104455;4768
"Perm Krai";"Russia";165294;7643
"Primorsky Krai";"Russia";106298;1623
"Pskov Oblast";"Russia";72615;1345
"Rostov Oblast";"Russia";199103;9876
"Ryazan Oblast";"Russia";62810;2687
"Saint Petersburg";"Russia";876548;28934
"Sakha (Yakutiya) Republic";"Russia";77726;1825
"Sakhalin Oblast";"Russia";43885;583
"Samara Oblast";"Russia";203519;6513
"Saratov Oblast";"Russia";136014;5211
"Smolensk Oblast";"Russia";86377;2464
"Stavropol Krai";"Russia";129454;6285
"Sverdlovsk Oblast";"Russia";205050;9725
"Tambov Oblast";"Russia";63670;1815
"Tatarstan Republic";"Russia";44186;1517
"Tomsk Oblast";"Russia";63663;687
"Tula Oblast";"Russia";78244;4422
"Tver Oblast";"Russia";101736;2418
"Tyumen Oblast";"Russia";93093;3587
"Tyva Republic";"Russia";31735;326
"Udmurt Republic";"Russia";79943;3276
"Ulyanovsk Oblast";"Russia";121969;3938
"Vladimir Oblast";"Russia";83865;2999
"Volgograd Oblast";"Russia";132181;5772
"Vologda Oblast";"Russia";101282;3080
"Voronezh Oblast";"Russia";197517;7133
"Yamalo-Nenets Autonomous Okrug";"Russia";62757;970
"Yaroslavl Oblast";"Russia";88546;2014
"Zabaykalsky Krai";"Russia";97499;1954
"Rwanda";"Rwanda";124802;1403
"Saint Lucia";"Saint Lucia";16969;314
"Saint Vincent and the Grenadines";"Saint Vincent and the Grenadines";6581;85
"San Marino";"San Marino";10350;103
"Sao Tome and Principe";"Sao Tome and Principe";5495;65
"Saudi Arabia";"Saudi Arabia";609953;8905
"Senegal";"Senegal";82271;1908
"Serbia";"Serbia";1425147;13045
"Seychelles";"Seychelles";31098;136
"Sierra Leone";"Sierra Leone";7529;125
"Singapore";"Singapore";290986;843
"Slovakia";"Slovakia";1414154;17252
"Slovenia";"Slovenia";527311;5696
"Solomon Islands";"Solomon Islands";25;0
"Somalia";"Somalia";24261;1335
"South Africa";"South Africa";3556633;93278
"South Sudan";"South Sudan";16489;136
"Andalusia";"Spain";1109652;11641
"Aragon";"Spain";297558;4207
"Asturias";"Spain";134043;2208
"Baleares";"Spain";174044;1082
"C. Valenciana";"Spain";816837;8253
"Canarias";"Spain";213089;1254
"Cantabria";"Spain";84393;649
"Castilla - La Mancha";"Spain";360832;6651
"Castilla y Leon";"Spain";509419;7674
"Catalonia";"Spain";1512199;16208
"Ceuta";"Spain";13158;134
"Extremadura";"Spain";173807;2054
"Galicia";"Spain";346321;2829
"La Rioja";"Spain";69257;861
"Madrid";"Spain";1323514;16422
"Melilla";"Spain";16175;124
"Murcia";"Spain";245050;1882
"Navarra";"Spain";174614;1335
"Pais Vasco";"Spain";519074;5291
"Sri Lanka";"Sri Lanka";595657;15197
"Sudan";"Sudan";50984;3358
"Suriname";"Suriname";63443;1212
"Blekinge";"Sweden";17524;139
"Dalarna";"Sweden";39825;368
"Gavleborg";"Sweden";46542;579
"Gotland";"Sweden";6179;54
"Halland";"Sweden";60486;341
"Jamtland Harjedalen";"Sweden";19636;130
"Jonkoping";"Sweden";56131;575
"Kalmar";"Sweden";33087;263
"Kronoberg";"Sweden";28951;333
"Norrbotten";"Sweden";33369;299
"Orebro";"Sweden";45898;364
"Ostergotland";"Sweden";54594;670
"Skane";"Sweden";227458;1871
"Sormland";"Sweden";37189;492
"Stockholm";"Sweden";388644;4634
"Uppsala";"Sweden";56449;562
"Varmland";"Sweden";31447;233
"Vasterbotten";"Sweden";33000;204
"Vasternorrland";"Sweden";34337;489
"Vastmanland";"Sweden";43550;391
"Vastra Gotaland";"Sweden";266067;2522
"Switzerland";"Switzerland";1666441;12469
"Syria";"Syria";50674;2944
"Tajikistan";"Tajikistan";17493;125
"Tanzania";"Tanzania";30564;740
"Thailand";"Thailand";2308615;21898
"Timor-Leste";"Timor-Leste";19861;122
"Togo";"Togo";35665;261
"Trinidad and Tobago";"Trinidad and Tobago";100590;3180
"Tunisia";"Tunisia";780746;25777
"Turkey";"Turkey";10404994;84622
"Alabama";"US";12180;162
"Alabama";"US";44353;603
"Alabama";"US";4437;83
"Alabama";"US";5046;95
"Alabama";"US";12068;202
"Alabama";"US";1922;46
"Alabama";"US";4073;102
"Alabama";"US";25325;535
"Alabama";"US";7054;147
"Alabama";"US";3719;66
"Alabama";"US";8177;175
"Alabama";"US";1245;30
"Alabama";"US";5479;89
"Alabama";"US";3002;70
"Alabama";"US";2814;61
"Alabama";"US";10727;201
"Alabama";"US";11076;217
"Alabama";"US";2246;62
"Alabama";"US";2202;48
"Alabama";"US";7587;203
"Alabama";"US";3065;80
"Alabama";"US";18496;316
"Alabama";"US";10274;198
"Alabama";"US";6343;214
"Alabama";"US";14425;283
"Alabama";"US";18318;301
"Alabama";"US";8153;150
"Alabama";"US";22449;530
"Alabama";"US";3630;86
"Alabama";"US";7036;114
"Alabama";"US";4986;138
"Alabama";"US";1493;47
"Alabama";"US";3705;91
"Alabama";"US";3584;67
"Alabama";"US";20142;437
"Alabama";"US";11314;204
"Alabama";"US";145464;2034
"Alabama";"US";2756;60
"Alabama";"US";17639;322
"Alabama";"US";5522;138
"Alabama";"US";30677;271
"Alabama";"US";19006;231
"Alabama";"US";2166;68
"Alabama";"US";3070;69
"Alabama";"US";66148;779
"Alabama";"US";3819;93
"Alabama";"US";5994;132
"Alabama";"US";20951;329
"Alabama";"US";90684;1405
"Alabama";"US";4029;66
"Alabama";"US";44560;804
"Alabama";"US";26361;431
"Alabama";"US";0;0
"Alabama";"US";1666;41
"Alabama";"US";3918;92
"Alabama";"US";5975;112
"Alabama";"US";4072;68
"Alabama";"US";8282;68
"Alabama";"US";46249;383
"Alabama";"US";20037;367
"Alabama";"US";1737;42
"Alabama";"US";16909;313
"Alabama";"US";8858;207
"Alabama";"US";42127;667
"Alabama";"US";0;0
"Alabama";"US";13579;392
"Alabama";"US";2823;52
"Alabama";"US";2092;38
"Alabama";"US";5307;114
"Alaska";"US";524;3
"Alaska";"US";1200;2
"Alaska";"US";75769;434
"Alaska";"US";7307;32
"Alaska";"US";0;0
"Alaska";"US";622;1
"Alaska";"US";1374;9
"Alaska";"US";753;4
"Alaska";"US";310;1
"Alaska";"US";1071;10
"Alaska";"US";19801;118
"Alaska";"US";327;1
"Alaska";"US";5658;15
"Alaska";"US";12965;81
"Alaska";"US";2687;15
"Alaska";"US";3471;10
"Alaska";"US";2717;9
"Alaska";"US";26661;177
"Alaska";"US";2739;3
"Alaska";"US";3139;9
"Alaska";"US";2650;10
"Alaska";"US";579;3
"Alaska";"US";807;6
"Alaska";"US";1642;6
"Alaska";"US";101;0
"Alaska";"US";1508;14
"Alaska";"US";594;1
"Alaska";"US";0;0
"Alaska";"US";318;1
"Alaska";"US";390;4
"Alaska";"US";934;8
"American Samoa";"US";10;0
"Arizona";"US";17663;555
"Arizona";"US";22285;483
"Arizona";"US";33319;426
"Arizona";"US";13350;319
"Arizona";"US";9532;159
"Arizona";"US";1682;30
"Arizona";"US";3996;112
"Arizona";"US";995019;14097
"Arizona";"US";43446;1230
"Arizona";"US";30211;774
"Arizona";"US";0;0
"Arizona";"US";194215;3288
"Arizona";"US";99389;1367
"Arizona";"US";11796;207
"Arizona";"US";2;0
"Arizona";"US";39143;1008
"Arizona";"US";48145;1013
"Arkansas";"US";4645;67
"Arkansas";"US";4085;56
"Arkansas";"US";7256;209
"Arkansas";"US";54028;709
"Arkansas";"US";7861;144
"Arkansas";"US";2463;43
"Arkansas";"US";731;9
"Arkansas";"US";5125;83
"Arkansas";"US";2424;49
"Arkansas";"US";4416;66
"Arkansas";"US";3320;77
"Arkansas";"US";5154;105
