"Province_State";"Country_Region";"Confirmed";"Deaths"
"Cambodia";"Cambodia";120355;2985
"Cameroon";"Cameroon";107549;1823
"Alberta";"Canada";338428;3272
"British Columbia";"Canada";222013;2381
"Diamond Princess";"Canada";0;1
"Grand Princess";"Canada";13;0
"Manitoba";"Canada";69507;1345
"New Brunswick";"Canada";9604;140
"Newfoundland and Labrador";"Canada";2078;18
"Northwest Territories";"Canada";2070;12
"Nova Scotia";"Canada";8591;110
"Nunavut";"Canada";676;4
"Ontario";"Canada";638905;10122
"Prince Edward Island";"Canada";397;0
"Quebec";"Canada";465980;11608
"Repatriated Travellers";"Canada";13;0
"Saskatchewan";"Canada";81817;937
"Yukon";"Canada";1580;14
"Central African Republic";"Central African Republic";11912;101
"Chad";"Chad";5703;181
"Antofagasta";"Chile";65861;1275
"Araucania";"Chile";102336;1540
"Arica y Parinacota";"Chile";28651;542
"Atacama";"Chile";30085;375
"Aysen";"Chile";10005;87
"Biobio";"Chile";163481;2768
"Coquimbo";"Chile";53715;1069
"Los Lagos";"Chile";96573;1450
"Los Rios";"Chile";52459;708
"Magallanes";"Chile";29776;502
"Maule";"Chile";108526;1832
"Metropolitana";"Chile";745799;19776
"Nuble";"Chile";38750;664
"OHiggins";"Chile";72599;1614
"Tarapaca";"Chile";44355;818
"Valparaiso";"Chile";135353;3580
"Anhui";"China";1008;6
"Beijing";"China";1198;9
"Chongqing";"China";610;6
"Fujian";"China";1331;1
"Gansu";"China";344;2
"Guangdong";"China";3339;8
"Guangxi";"China";490;2
"Guizhou";"China";159;2
"Hainan";"China";190;6
"Hebei";"China";1458;7
"Heilongjiang";"China";2034;13
"Henan";"China";1637;22
"Hong Kong";"China";12488;213
"Hubei";"China";68315;4512
"Hunan";"China";1199;4
"Inner Mongolia";"China";1163;1
"Jiangsu";"China";1621;0
"Jiangxi";"China";959;1
"Jilin";"China";586;3
"Liaoning";"China";788;2
"Macau";"China";77;0
"Ningxia";"China";122;0
"Qinghai";"China";30;0
"Shaanxi";"China";721;3
"Shandong";"China";1035;7
"Shanghai";"China";2918;7
"Shanxi";"China";265;0
"Sichuan";"China";1298;3
"Tianjin";"China";537;3
"Tibet";"China";1;0
"Xinjiang";"China";981;3
"Yunnan";"China";1767;2
"Zhejiang";"China";1676;1
"Amazonas";"Colombia";6951;257
"Antioquia";"Colombia";775783;16707
"Arauca";"Colombia";14269;476
"Atlantico";"Colombia";340858;9718
"Bolivar";"Colombia";161074;3040
"Boyaca";"Colombia";106577;2577
"Caldas";"Colombia";101419;2288
"Capital District";"Colombia";1466584;27663
"Caqueta";"Colombia";23034;942
"Casanare";"Colombia";36023;936
"Cauca";"Colombia";57191;1592
"Cesar";"Colombia";92424;2541
"Choco";"Colombia";16543;403
"Cordoba";"Colombia";104670;3741
"Cundinamarca";"Colombia";266651;6849
"Guainia";"Colombia";2560;30
"Guaviare";"Colombia";5162;97
"Huila";"Colombia";89262;3167
"La Guajira";"Colombia";46449;1416
"Magdalena";"Colombia";100712;3457
"Meta";"Colombia";90432;2287
"Narino";"Colombia";90658;3046
"Norte de Santander";"Colombia";100394;4608
"Putumayo";"Colombia";17418;695
"Quindio";"Colombia";58449;1816
"Risaralda";"Colombia";88794;2255
"San Andres y Providencia";"Colombia";8275;149
"Santander";"Colombia";232972;7441
"Sucre";"Colombia";59713;1627
"Tolima";"Colombia";108267;3686
"Valle del Cauca";"Colombia";419128;13234
"Vaupes";"Colombia";1796;17
"Vichada";"Colombia";3042;53
"Comoros";"Comoros";4567;151
"Costa Rica";"Costa Rica";567995;7332
"Croatia";"Croatia";654202;11619
"Cuba";"Cuba";963628;8313
"Cyprus";"Cyprus";140851;610
"Czechia";"Czechia";2334289;34451
"Faroe Islands";"Denmark";4372;13
"Greenland";"Denmark";1831;0
"Denmark";"Denmark";554389;3014
"Djibouti";"Djibouti";13514;189
"Dominican Republic";"Dominican Republic";410265;4218
"Ecuador";"Ecuador";533190;33558
"Egypt";"Egypt";369198;21060
"El Salvador";"El Salvador";121127;3795
"Equatorial Guinea";"Equatorial Guinea";13612;175
"Eritrea";"Eritrea";7646;63
"Estonia";"Estonia";228279;1852
"Ethiopia";"Ethiopia";373115;6829
"Fiji";"Fiji";52577;697
"Finland";"Finland";201051;1421
"French Guiana";"France";46304;331
"French Polynesia";"France";46334;636
"Guadeloupe";"France";55080;823
"Martinique";"France";46251;735
"Mayotte";"France";21088;185
"New Caledonia";"France";12479;280
"Reunion";"France";63863;391
"Saint Barthelemy";"France";1674;6
"Saint Pierre and Miquelon";"France";94;0
"St Martin";"France";4040;56
"Wallis and Futuna";"France";454;7
"France";"France";8065182;117966
"Gabon";"Gabon";37591;282
"Gambia";"Gambia";10034;342
"Georgia";"Georgia";889286;12731
"Baden-Wurttemberg";"Germany";932965;12268
"Bayern";"Germany";1246137;18583
"Berlin";"Germany";297447;3924
"Brandenburg";"Germany";210009;4327
"Bremen";"Germany";42438;567
"Hamburg";"Germany";122873;1926
"Hessen";"Germany";445589;8320
"Mecklenburg-Vorpommern";"Germany";85065;1375
"Niedersachsen";"Germany";404962;6560
"Nordrhein-Westfalen";"Germany";1274675;19495
"Rheinland-Pfalz";"Germany";257318;4410
"Saarland";"Germany";68236;1151
"Sachsen";"Germany";591511;11685
"Sachsen-Anhalt";"Germany";194507;3966
"Schleswig-Holstein";"Germany";104875;1832
"Thuringen";"Germany";253023;5369
"Ghana";"Ghana";131547;1243
"Greece";"Greece";1002877;19248
"Grenada";"Grenada";5915;200
"Guatemala";"Guatemala";622229;16044
"Guinea";"Guinea";30798;388
"Guinea-Bissau";"Guinea-Bissau";6448;149
"Guyana";"Guyana";38554;1020
"Haiti";"Haiti";25744;758
"Honduras";"Honduras";378423;10415
"Hungary";"Hungary";1182922;36429
"Iceland";"Iceland";19159;35
"Andaman and Nicobar Islands";"India";7698;129
"Andhra Pradesh";"India";2074868;14466
"Arunachal Pradesh";"India";55306;280
"Assam";"India";618575;6133
"Bihar";"India";726319;12090
"Chandigarh";"India";65633;1076
"Chhattisgarh";"India";1007212;13594
"Dadra and Nagar Haveli and Daman and Diu";"India";10686;4
"Delhi";"India";1441718;25100
"Goa";"India";179454;3482
"Gujarat";"India";828133;10098
"Haryana";"India";772019;10055
"Himachal Pradesh";"India";227939;3860
"Jammu and Kashmir";"India";338871;4495
"Jharkhand";"India";349431;5141
"Karnataka";"India";3000435;38261
"Kerala";"India";5194605;42967
"Ladakh";"India";21822;216
"Lakshadweep";"India";10406;51
"Madhya Pradesh";"India";793358;10529
"Maharashtra";"India";6643883;141259
"Manipur";"India";125515;1990
"Meghalaya";"India";84697;1476
"Mizoram";"India";138293;522
"Nagaland";"India";32155;699
"Odisha";"India";1051574;8434
"Puducherry";"India";129217;1877
"Punjab";"India";603739;16619
"Rajasthan";"India";955076;8956
"Sikkim";"India";32428;406
"Tamil Nadu";"India";2735389;36612
"Telangana";"India";678288;4007
"Tripura";"India";84914;826
"Uttar Pradesh";"India";1710554;22914
"Uttarakhand";"India";344459;7412
"West Bengal";"India";1623191;19600
"Indonesia";"Indonesia";4259143;143936
"Iran";"Iran";6154813;130722
"Iraq";"Iraq";2087837;23978
"Ireland";"Ireland";623623;5788
"Israel";"Israel";1350215;8216
"Abruzzo";"Italy";90866;2609
"Basilicata";"Italy";32241;627
"Calabria";"Italy";97119;1527
"Campania";"Italy";505293;8291
"Emilia-Romagna";"Italy";474585;13907
"Friuli Venezia Giulia";"Italy";139008;4070
"Lazio";"Italy";442884;9073
"Liguria";"Italy";128604;4494
"Lombardia";"Italy";965517;34576
"Marche";"Italy";129177;3171
"Molise";"Italy";15379;507
"P.A. Bolzano";"Italy";93753;1269
"P.A. Trento";"Italy";54452;1400
"Piemonte";"Italy";413714;11916
"Puglia";"Italy";283496;6914
"Sardegna";"Italy";80698;1710
"Sicilia";"Italy";333826;7282
"Toscana";"Italy";309842;7454
"Umbria";"Italy";69197;1496
"Valle d'Aosta";"Italy";13845;483
"Veneto";"Italy";552021;12055
"Jamaica";"Jamaica";91765;2425
"Aichi";"Japan";106966;1161
"Akita";"Japan";1934;27
"Aomori";"Japan";5900;38
"Chiba";"Japan";100522;1028
"Ehime";"Japan";5412;82
"Fukui";"Japan";3115;38
"Fukuoka";"Japan";74668;625
"Fukushima";"Japan";9494;176
"Gifu";"Japan";18928;218
"Gunma";"Japan";17028;176
"Hiroshima";"Japan";22175;202
"Hokkaido";"Japan";61199;1474
"Hyogo";"Japan";78749;1398
"Ibaraki";"Japan";24463;220
"Ishikawa";"Japan";7969;129
"Iwate";"Japan";3487;53
"Kagawa";"Japan";4702;38
"Kagoshima";"Japan";9103;66
"Kanagawa";"Japan";169417;1315
"Kochi";"Japan";4167;33
"Kumamoto";"Japan";14395;136
"Kyoto";"Japan";36009;291
"Mie";"Japan";14815;163
"Miyagi";"Japan";16286;118
"Miyazaki";"Japan";6139;41
"Nagano";"Japan";8894;97
"Nagasaki";"Japan";6119;73
"Nara";"Japan";15649;149
"Niigata";"Japan";8086;61
"Oita";"Japan";8187;84
"Okayama";"Japan";15549;136
"Okinawa";"Japan";50355;398
"Osaka";"Japan";203283;3064
"Port Quarantine";"Japan";4463;4
"Saga";"Japan";5866;30
"Saitama";"Japan";115925;1059
"Shiga";"Japan";12440;104
"Shimane";"Japan";1733;5
"Shizuoka";"Japan";26855;209
"Tochigi";"Japan";15502;117
"Tokushima";"Japan";3291;66
"Tokyo";"Japan";382382;3170
"Tottori";"Japan";1669;5
"Toyama";"Japan";4868;52
"Wakayama";"Japan";5303;62
"Yamagata";"Japan";3604;56
"Yamaguchi";"Japan";5793;93
"Yamanashi";"Japan";5157;29
"Jordan";"Jordan";1010033;11982
"Kazakhstan";"Kazakhstan";1063410;18005
"Kenya";"Kenya";256335;5348
"Kosovo";"Kosovo";161200;2987
"Kuwait";"Kuwait";413711;2466
"Kyrgyzstan";"Kyrgyzstan";183965;2770
"Laos";"Laos";89320;247
"Latvia";"Latvia";261944;4375
"Lebanon";"Lebanon";690054;8848
"Lesotho";"Lesotho";23102;664
"Liberia";"Liberia";5835;287
"Libya";"Libya";378105;5553
"Liechtenstein";"Liechtenstein";5327;67
"Lithuania";"Lithuania";491122;6974
"Luxembourg";"Luxembourg";93429;890
"Madagascar";"Madagascar";45794;980
"Malawi";"Malawi";62265;2308
"Johor";"Malaysia";237495;3809
"Kedah";"Malaysia";163855;2119
"Kelantan";"Malaysia";162395;1200
"Melaka";"Malaysia";73661;947
"Negeri Sembilan";"Malaysia";110977;1291
"Pahang";"Malaysia";90746;733
"Perak";"Malaysia";125683;1308
"Perlis";"Malaysia";6765;130
"Pulau Pinang";"Malaysia";156704;1685
"Sabah";"Malaysia";237122;2741
"Sarawak";"Malaysia";251696;1609
"Selangor";"Malaysia";769477;9859
"Terengganu";"Malaysia";78931;644
"W.P. Kuala Lumpur";"Malaysia";206535;2633
"W.P. Labuan";"Malaysia";10685;150
"W.P. Putrajaya";"Malaysia";8912;21
"Maldives";"Maldives";93119;258
"Mali";"Mali";18591;629
"Malta";"Malta";40546;470
"Mauritania";"Mauritania";39806;849
"Mauritius";"Mauritius";22461;240
"Aguascalientes";"Mexico";37863;2987
"Baja California";"Mexico";85572;10609
"Baja California Sur";"Mexico";57446;2402
"Campeche";"Mexico";24233;2104
"Chiapas";"Mexico";23568;2293
"Chihuahua";"Mexico";75976;8461
"Ciudad de Mexico";"Mexico";988814;40222
"Coahuila";"Mexico";99490;7683
"Colima";"Mexico";33385;2040
"Durango";"Mexico";50292;3127
"Guanajuato";"Mexico";199126;13162
"Guerrero";"Mexico";77227;6307
"Hidalgo";"Mexico";62867;7884
"Jalisco";"Mexico";164386;17699
"Mexico";"Mexico";380360;44503
"Michoacan";"Mexico";73749;8242
"Morelos";"Mexico";50678;4938
"Nayarit";"Mexico";34354;2906
"Nuevo Leon";"Mexico";207958;13657
"Oaxaca";"Mexico";83657;5623
"Puebla";"Mexico";126021;15627
"Queretaro";"Mexico";99541;5643
"Quintana Roo";"Mexico";59925;4085
"San Luis Potosi";"Mexico";106291;6745
"Sinaloa";"Mexico";74980;8940
"Sonora";"Mexico";120387;8888
"Tabasco";"Mexico";143977;5689
"Tamaulipas";"Mexico";103704;7035
"Tlaxcala";"Mexico";29524;2994
"Veracruz";"Mexico";124270;14999
"Yucatan";"Mexico";75408;5704
"Zacatecas";"Mexico";42332;3422
"Moldova";"Moldova";369659;9368
"Monaco";"Monaco";4093;36
"Mongolia";"Mongolia";385447;2036
"Montenegro";"Montenegro";159788;2350
"Morocco";"Morocco";951482;14796
"Mozambique";"Mozambique";153674;1944
"Namibia";"Namibia";132849;3577
"Nepal";"Nepal";824222;11554
"Aruba";"Netherlands";16593;177
"Bonaire, Sint Eustatius and Saba";"Netherlands";3138;22
"Curacao";"Netherlands";17589;182
"Drenthe";"Netherlands";57532;405
"Flevoland";"Netherlands";66002;291
"Friesland";"Netherlands";87748;543
"Gelderland";"Netherlands";330456;2453
"Groningen";"Netherlands";68935;317
"Limburg";"Netherlands";213975;1979
"Noord-Brabant";"Netherlands";443608;3438
"Noord-Holland";"Netherlands";471976;2969
"Overijssel";"Netherlands";186885;1290
"Sint Maarten";"Netherlands";4632;75
"Utrecht";"Netherlands";225510;1404
"Zeeland";"Netherlands";58142;288
"Zuid-Holland";"Netherlands";656731;4718
"Cook Islands";"New Zealand";2;0
"New Zealand";"New Zealand";12986;47
"Nicaragua";"Nicaragua";17328;214
"Niger";"Niger";7154;268
"Nigeria";"Nigeria";217481;2981
"North Macedonia";"North Macedonia";219408;7732
"Norway";"Norway";317880;1136
"Oman";"Oman";304714;4113
"Azad Jammu and Kashmir";"Pakistan";34608;743
"Balochistan";"Pakistan";33532;363
"Gilgit-Baltistan";"Pakistan";10426;186
"Islamabad";"Pakistan";108128;962
"Khyber Pakhtunkhwa";"Pakistan";180696;5892
"Punjab";"Pakistan";443886;13052
"Sindh";"Pakistan";478017;7638
"Panama";"Panama";480781;7386
"Papua New Guinea";"Papua New Guinea";35927;586
"Paraguay";"Paraguay";463650;16500
"Amazonas";"Peru";32356;1275
"Ancash";"Peru";80082;6735
"Apurimac";"Peru";26633;1520
"Arequipa";"Peru";116696;9726
"Ayacucho";"Peru";34854;2148
"Cajamarca";"Peru";66849;4151
"Callao";"Peru";103052;10067
"Cusco";"Peru";75274;4817
"Huancavelica";"Peru";16426;1178
"Huanuco";"Peru";36324;2705
"Ica";"Peru";60589;8571
"Junin";"Peru";88394;7070
"La Libertad";"Peru";92114;10335
"Lambayeque";"Peru";63676;8647
"Lima";"Peru";987590;89096
"Loreto";"Peru";45267;4270
"Madre de Dios";"Peru";14020;773
"Moquegua";"Peru";29928;1529
"Pasco";"Peru";16185;1050
"Piura";"Peru";93063;12181
"Puno";"Peru";41646;4232
"San Martin";"Peru";49144;3038
"Tacna";"Peru";31004;1972
"Tumbes";"Peru";19437;1587
"Ucayali";"Peru";32243;3060
"Philippines";"Philippines";2836592;50280
"Poland";"Poland";3828248;88479
"Portugal";"Portugal";1194288;18658
"Qatar";"Qatar";245354;613
"Romania";"Romania";1793149;57696
"Adygea Republic";"Russia";25477;692
"Altai Krai";"Russia";110282;6078
"Altai Republic";"Russia";24746;486
"Amur Oblast";"Russia";49656;565
"Arkhangelsk Oblast";"Russia";117951;1435
"Astrakhan Oblast";"Russia";76916;2256
"Bashkortostan Republic";"Russia";113779;3953
"Belgorod Oblast";"Russia";76817;1626
"Bryansk Oblast";"Russia";92368;2537
"Buryatia Republic";"Russia";72329;2264
"Chechen Republic";"Russia";29565;871
"Chelyabinsk Oblast";"Russia";134469;5495
"Chukotka Autonomous Okrug";"Russia";2912;29
"Chuvashia Republic";"Russia";44678;3530
"Dagestan Republic";"Russia";63226;3053
"Ingushetia Republic";"Russia";27153;445
"Irkutsk Oblast";"Russia";145944;6508
"Ivanovo Oblast";"Russia";64470;2268
"Jewish Autonomous Okrug";"Russia";11009;365
"Kabardino-Balkarian Republic";"Russia";40165;1301
"Kaliningrad Oblast";"Russia";78653;1127
"Kalmykia Republic";"Russia";33692;708
"Kaluga Oblast";"Russia";61613;1106
"Kamchatka Krai";"Russia";22997;496
"Karachay-Cherkess Republic";"Russia";30971;894
"Karelia Republic";"Russia";86195;1122
"Kemerovo Oblast";"Russia";78384;1622
"Khabarovsk Krai";"Russia";116300;1127
"Khakassia Republic";"Russia";51591;1750
"Khanty-Mansi Autonomous Okrug";"Russia";92319;1834
"Kirov Oblast";"Russia";74658;709
"Komi Republic";"Russia";93298;2429
"Kostroma Oblast";"Russia";46750;1030
"Krasnodar Krai";"Russia";107585;9333
"Krasnoyarsk Krai";"Russia";161444;7914
"Kurgan Oblast";"Russia";47376;928
"Kursk Oblast";"Russia";79153;1897
"Leningrad Oblast";"Russia";94932;2898
"Lipetsk Oblast";"Russia";78941;2575
"Magadan Oblast";"Russia";13190;324
"Mari El Republic";"Russia";27762;873
"Mordovia Republic";"Russia";38445;949
"Moscow";"Russia";1984378;35298
"Moscow Oblast";"Russia";612511;11093
"Murmansk Oblast";"Russia";88757;2639
"Nenets Autonomous Okrug";"Russia";3360;84
"Nizhny Novgorod Oblast";"Russia";222084;9292
"North Ossetia - Alania Republic";"Russia";29514;842
"Novgorod Oblast";"Russia";62159;705
"Novosibirsk Oblast";"Russia";87447;3976
"Omsk Oblast";"Russia";121470;2970
"Orel Oblast";"Russia";66548;1370
"Orenburg Oblast";"Russia";104417;3283
"Penza Oblast";"Russia";96093;4418
"Perm Krai";"Russia";149042;7115
"Primorsky Krai";"Russia";93538;1458
"Pskov Oblast";"Russia";68193;1153
"Rostov Oblast";"Russia";183365;9129
"Ryazan Oblast";"Russia";58144;2202
"Saint Petersburg";"Russia";815308;26886
"Sakha (Yakutiya) Republic";"Russia";73425;1726
"Sakhalin Oblast";"Russia";39486;470
"Samara Oblast";"Russia";189641;5883
"Saratov Oblast";"Russia";126594;4832
"Smolensk Oblast";"Russia";80962;2229
"Stavropol Krai";"Russia";118301;5599
"Sverdlovsk Oblast";"Russia";187425;8826
"Tambov Oblast";"Russia";57195;1539
"Tatarstan Republic";"Russia";40607;1337
"Tomsk Oblast";"Russia";58571;646
"Tula Oblast";"Russia";70845;4029
"Tver Oblast";"Russia";92756;2203
"Tyumen Oblast";"Russia";84568;3086
"Tyva Republic";"Russia";31230;317
"Udmurt Republic";"Russia";77236;3135
"Ulyanovsk Oblast";"Russia";115307;3536
"Vladimir Oblast";"Russia";76111;2830
"Volgograd Oblast";"Russia";122871;5011
"Vologda Oblast";"Russia";94503;2731
"Voronezh Oblast";"Russia";185735;6268
"Yamalo-Nenets Autonomous Okrug";"Russia";59988;903
"Yaroslavl Oblast";"Russia";80700;1660
"Zabaykalsky Krai";"Russia";91475;1704
"Rwanda";"Rwanda";100634;1344
"Saint Lucia";"Saint Lucia";13086;283
"Saint Vincent and the Grenadines";"Saint Vincent and the Grenadines";5722;77
"San Marino";"San Marino";6464;94
"Sao Tome and Principe";"Sao Tome and Principe";3733;57
"Saudi Arabia";"Saudi Arabia";550240;8853
"Senegal";"Senegal";74086;1886
"Serbia";"Serbia";1274047;12178
"Seychelles";"Seychelles";23806;129
"Sierra Leone";"Sierra Leone";6421;121
"Singapore";"Singapore";273362;794
"Slovakia";"Slovakia";1286336;15354
"Slovenia";"Slovenia";439952;5408
"Solomon Islands";"Solomon Islands";20;0
"Somalia";"Somalia";23074;1333
"South Africa";"South Africa";3167497;90137
"South Sudan";"South Sudan";12873;133
"Andalusia";"Spain";833874;11361
"Aragon";"Spain";176200;3982
"Asturias";"Spain";77489;2108
"Baleares";"Spain";109661;1029
"C. Valenciana";"Spain";548273;7948
"Canarias";"Spain";107452;1068
"Cantabria";"Spain";49660;618
"Castilla - La Mancha";"Spain";247697;6548
"Castilla y Leon";"Spain";318538;7450
"Catalonia";"Spain";987999;16050
"Ceuta";"Spain";7885;130
"Extremadura";"Spain";106204;2000
"Galicia";"Spain";201570;2689
"La Rioja";"Spain";41572;830
"Madrid";"Spain";926045;16325
"Melilla";"Spain";11549;115
"Murcia";"Spain";151018;1773
"Navarra";"Spain";94567;1269
"Pais Vasco";"Spain";292937;5088
"Sri Lanka";"Sri Lanka";572902;14614
"Sudan";"Sudan";44529;3208
"Suriname";"Suriname";51202;1177
"Blekinge";"Sweden";14428;131
"Dalarna";"Sweden";29982;359
"Gavleborg";"Sweden";39565;566
"Gotland";"Sweden";4798;54
"Halland";"Sweden";45534;332
"Jamtland Harjedalen";"Sweden";13663;129
"Jonkoping";"Sweden";47129;567
"Kalmar";"Sweden";27392;256
"Kronoberg";"Sweden";24266;329
"Norrbotten";"Sweden";29009;295
"Orebro";"Sweden";36970;356
"Ostergotland";"Sweden";46222;661
"Skane";"Sweden";175664;1816
"Sormland";"Sweden";28974;486
"Stockholm";"Sweden";294831;4536
"Uppsala";"Sweden";45405;551
"Varmland";"Sweden";23061;228
"Vasterbotten";"Sweden";27478;202
"Vasternorrland";"Sweden";29029;488
"Vastmanland";"Sweden";34293;378
"Vastra Gotaland";"Sweden";211524;2471
"Switzerland";"Switzerland";1111923;11749
"Syria";"Syria";49272;2814
"Tajikistan";"Tajikistan";17493;125
"Tanzania";"Tanzania";26309;734
"Thailand";"Thailand";2168646;21171
"Timor-Leste";"Timor-Leste";19829;122
"Togo";"Togo";26400;243
"Trinidad and Tobago";"Trinidad and Tobago";80607;2407
"Tunisia";"Tunisia";719586;25432
"Turkey";"Turkey";9042149;79151
"Alabama";"US";10599;158
"Alabama";"US";38314;591
"Alabama";"US";3716;81
"Alabama";"US";4379;95
"Alabama";"US";10860;193
"Alabama";"US";1537;46
"Alabama";"US";3467;102
"Alabama";"US";22700;522
"Alabama";"US";5832;143
"Alabama";"US";3232;64
"Alabama";"US";7152;172
"Alabama";"US";956;28
"Alabama";"US";4865;86
"Alabama";"US";2535;69
"Alabama";"US";2567;60
"Alabama";"US";9463;192
"Alabama";"US";9418;212
"Alabama";"US";1942;62
"Alabama";"US";1876;48
"Alabama";"US";7019;197
"Alabama";"US";2627;79
"Alabama";"US";16299;307
"Alabama";"US";9083;193
"Alabama";"US";5327;211
"Alabama";"US";13169;273
"Alabama";"US";16034;296
"Alabama";"US";6974;147
"Alabama";"US";20148;524
"Alabama";"US";3343;85
"Alabama";"US";6408;108
"Alabama";"US";4675;137
"Alabama";"US";1311;45
"Alabama";"US";3214;89
"Alabama";"US";3233;66
"Alabama";"US";17862;427
"Alabama";"US";10297;199
"Alabama";"US";116659;2004
"Alabama";"US";2547;55
"Alabama";"US";15211;309
"Alabama";"US";4886;130
"Alabama";"US";25770;265
"Alabama";"US";16299;222
"Alabama";"US";1785;68
"Alabama";"US";2475;68
"Alabama";"US";53917;747
"Alabama";"US";3430;93
"Alabama";"US";5461;132
"Alabama";"US";18941;320
"Alabama";"US";74629;1386
"Alabama";"US";3386;66
"Alabama";"US";34683;788
"Alabama";"US";22697;414
"Alabama";"US";0;0
"Alabama";"US";1422;41
"Alabama";"US";3359;91
"Alabama";"US";5169;109
"Alabama";"US";3405;67
"Alabama";"US";7149;66
"Alabama";"US";38615;375
"Alabama";"US";17054;361
"Alabama";"US";1406;42
"Alabama";"US";14326;304
"Alabama";"US";7325;203
"Alabama";"US";36368;646
"Alabama";"US";0;0
"Alabama";"US";12286;386
"Alabama";"US";2575;51
"Alabama";"US";1789;38
"Alabama";"US";4823;111
"Alaska";"US";452;3
"Alaska";"US";949;2
"Alaska";"US";62172;402
"Alaska";"US";6862;27
"Alaska";"US";0;0
"Alaska";"US";559;1
"Alaska";"US";1232;8
"Alaska";"US";700;2
"Alaska";"US";296;1
"Alaska";"US";982;9
"Alaska";"US";17358;108
"Alaska";"US";243;1
"Alaska";"US";4271;14
"Alaska";"US";12050;69
"Alaska";"US";2221;13
"Alaska";"US";2719;10
"Alaska";"US";2347;9
"Alaska";"US";24695;148
"Alaska";"US";2295;2
"Alaska";"US";2906;8
"Alaska";"US";2355;10
"Alaska";"US";531;3
"Alaska";"US";630;6
"Alaska";"US";1258;5
"Alaska";"US";93;0
"Alaska";"US";1396;12
"Alaska";"US";537;1
"Alaska";"US";0;0
"Alaska";"US";226;1
"Alaska";"US";285;3
"Alaska";"US";805;8
"American Samoa";"US";10;0
"Arizona";"US";15745;521
"Arizona";"US";19098;422
"Arizona";"US";26321;394
"Arizona";"US";11675;286
"Arizona";"US";8785;143
"Arizona";"US";1418;23
"Arizona";"US";3515;105
"Arizona";"US";828549;13127
"Arizona";"US";37182;1096
"Arizona";"US";25697;704
"Arizona";"US";0;0
"Arizona";"US";165457;2984
"Arizona";"US";84682;1221
"Arizona";"US";10172;200
"Arizona";"US";0;0
"Arizona";"US";34500;868
"Arizona";"US";43393;942
"Arkansas";"US";3564;62
"Arkansas";"US";3261;51
"Arkansas";"US";6395;194
"Arkansas";"US";44743;651
"Arkansas";"US";6688;132
"Arkansas";"US";2041;42
"Arkansas";"US";609;8
"Arkansas";"US";4483;78
"Arkansas";"US";2045;47
"Arkansas";"US";3415;63
"Arkansas";"US";2867;77
"Arkansas";"US";4104;95
"Arkansas";"US";1471;34
