"Province_State";"Country_Region";"Confirmed";"Deaths"
"Saint Petersburg";"Russia";797451;26437
"Sakha (Yakutiya) Republic";"Russia";71480;1703
"Sakhalin Oblast";"Russia";38301;454
"Samara Oblast";"Russia";183420;5630
"Saratov Oblast";"Russia";122546;4704
"Smolensk Oblast";"Russia";79290;2170
"Stavropol Krai";"Russia";114710;5351
"Sverdlovsk Oblast";"Russia";182060;8560
"Tambov Oblast";"Russia";55492;1459
"Tatarstan Republic";"Russia";38994;1282
"Tomsk Oblast";"Russia";56764;635
"Tula Oblast";"Russia";68943;3943
"Tver Oblast";"Russia";89864;2150
"Tyumen Oblast";"Russia";82123;2928
"Tyva Republic";"Russia";30819;305
"Udmurt Republic";"Russia";75680;3093
"Ulyanovsk Oblast";"Russia";112755;3438
"Vladimir Oblast";"Russia";73695;2646
"Volgograd Oblast";"Russia";119580;4721
"Vologda Oblast";"Russia";91617;2632
"Voronezh Oblast";"Russia";180227;5926
"Yamalo-Nenets Autonomous Okrug";"Russia";58966;878
"Yaroslavl Oblast";"Russia";78514;1573
"Zabaykalsky Krai";"Russia";88990;1660
"Rwanda";"Rwanda";100404;1343
"Saint Kitts and Nevis";"Saint Kitts and Nevis";2789;28
"Saint Lucia";"Saint Lucia";13027;282
"Saint Vincent and the Grenadines";"Saint Vincent and the Grenadines";5579;74
"Samoa";"Samoa";3;0
"San Marino";"San Marino";6148;93
"Sao Tome and Principe";"Sao Tome and Principe";3732;56
"Saudi Arabia";"Saudi Arabia";549877;8842
"Senegal";"Senegal";74013;1886
"Serbia";"Serbia";1262419;11876
"Seychelles";"Seychelles";23599;127
"Sierra Leone";"Sierra Leone";6402;121
"Singapore";"Singapore";268659;746
"Slovakia";"Slovakia";1221771;14771
"Slovenia";"Slovenia";428945;5290
"Solomon Islands";"Solomon Islands";20;0
"Somalia";"Somalia";23051;1331
"South Africa";"South Africa";3004203;89944
"South Sudan";"South Sudan";12804;133
"Andalusia";"Spain";826194;11350
"Aragon";"Spain";172063;3960
"Asturias";"Spain";74920;2094
"Baleares";"Spain";106848;1025
"C. Valenciana";"Spain";537178;7913
"Canarias";"Spain";104886;1055
"Cantabria";"Spain";48646;616
"Castilla - La Mancha";"Spain";245805;6537
"Castilla y Leon";"Spain";312769;7428
"Catalonia";"Spain";970334;16035
"Ceuta";"Spain";7739;130
"Extremadura";"Spain";105208;1999
"Galicia";"Spain";196638;2674
"La Rioja";"Spain";41008;830
"Madrid";"Spain";918911;16302
"Melilla";"Spain";11365;113
"Murcia";"Spain";148549;1768
"Navarra";"Spain";90457;1266
"Pais Vasco";"Spain";283440;5064
"Sri Lanka";"Sri Lanka";566936;14440
"Sudan";"Sudan";43489;3164
"Summer Olympics 2020";"Summer Olympics 2020";865;0
"Suriname";"Suriname";50993;1170
"Blekinge";"Sweden";14158;131
"Dalarna";"Sweden";29518;359
"Gavleborg";"Sweden";38964;566
"Gotland";"Sweden";4754;54
"Halland";"Sweden";44945;329
"Jamtland Harjedalen";"Sweden";13515;128
"Jonkoping";"Sweden";46645;567
"Kalmar";"Sweden";26950;255
"Kronoberg";"Sweden";24076;328
"Norrbotten";"Sweden";28826;295
"Orebro";"Sweden";36305;355
"Ostergotland";"Sweden";45820;661
"Skane";"Sweden";172702;1814
"Sormland";"Sweden";28584;485
"Stockholm";"Sweden";290360;4533
"Uppsala";"Sweden";44594;550
"Varmland";"Sweden";22652;228
"Vasterbotten";"Sweden";27201;202
"Vasternorrland";"Sweden";28563;488
"Vastmanland";"Sweden";33429;375
"Vastra Gotaland";"Sweden";209584;2467
"Switzerland";"Switzerland";1044633;11589
"Syria";"Syria";48538;2772
"Taiwan*";"Taiwan";16648;848
"Tajikistan";"Tajikistan";17493;125
"Tanzania";"Tanzania";26270;730
"Thailand";"Thailand";2136537;20917
"Timor-Leste";"Timor-Leste";19828;122
"Togo";"Togo";26291;243
"Tonga";"Tonga";1;0
"Trinidad and Tobago";"Trinidad and Tobago";74533;2236
"Tunisia";"Tunisia";718278;25398
"Turkey";"Turkey";8883730;77645
"Alabama";"US";10560;157
"Alabama";"US";38195;589
"Alabama";"US";3706;80
"Alabama";"US";4357;95
"Alabama";"US";10779;193
"Alabama";"US";1528;45
"Alabama";"US";3444;101
"Alabama";"US";22630;520
"Alabama";"US";5801;142
"Alabama";"US";3203;64
"Alabama";"US";7090;170
"Alabama";"US";944;28
"Alabama";"US";4857;86
"Alabama";"US";2529;69
"Alabama";"US";2554;60
"Alabama";"US";9435;192
"Alabama";"US";9366;210
"Alabama";"US";1935;62
"Alabama";"US";1860;48
"Alabama";"US";6969;197
"Alabama";"US";2616;78
"Alabama";"US";16157;306
"Alabama";"US";9044;192
"Alabama";"US";5302;210
"Alabama";"US";13083;271
"Alabama";"US";15940;295
"Alabama";"US";6967;144
"Alabama";"US";20069;520
"Alabama";"US";3317;85
"Alabama";"US";6364;108
"Alabama";"US";4655;136
"Alabama";"US";1305;45
"Alabama";"US";3191;89
"Alabama";"US";3211;66
"Alabama";"US";17777;426
"Alabama";"US";10214;196
"Alabama";"US";116405;2005
"Alabama";"US";2535;55
"Alabama";"US";15069;307
"Alabama";"US";4850;130
"Alabama";"US";25655;264
"Alabama";"US";16195;220
"Alabama";"US";1784;68
"Alabama";"US";2463;67
"Alabama";"US";53497;738
"Alabama";"US";3429;93
"Alabama";"US";5437;132
"Alabama";"US";18846;318
"Alabama";"US";74368;1384
"Alabama";"US";3383;66
"Alabama";"US";34562;782
"Alabama";"US";22530;411
"Alabama";"US";0;0
"Alabama";"US";1418;40
"Alabama";"US";3348;90
"Alabama";"US";5129;109
"Alabama";"US";3378;67
"Alabama";"US";7100;65
"Alabama";"US";38435;371
"Alabama";"US";16958;359
"Alabama";"US";1398;41
"Alabama";"US";14260;302
"Alabama";"US";7285;202
"Alabama";"US";36152;644
"Alabama";"US";0;0
"Alabama";"US";12168;380
"Alabama";"US";2568;52
"Alabama";"US";1785;38
"Alabama";"US";4793;110
"Alaska";"US";451;3
"Alaska";"US";947;2
"Alaska";"US";61665;401
"Alaska";"US";6829;27
"Alaska";"US";0;0
"Alaska";"US";549;1
"Alaska";"US";1230;8
"Alaska";"US";689;2
"Alaska";"US";295;1
"Alaska";"US";964;9
"Alaska";"US";17238;108
"Alaska";"US";241;1
"Alaska";"US";4209;14
"Alaska";"US";11951;68
"Alaska";"US";2144;13
"Alaska";"US";2699;9
"Alaska";"US";2286;9
"Alaska";"US";24452;148
"Alaska";"US";2238;2
"Alaska";"US";2899;8
"Alaska";"US";2296;10
"Alaska";"US";527;3
"Alaska";"US";613;6
"Alaska";"US";1244;5
"Alaska";"US";91;0
"Alaska";"US";1387;12
"Alaska";"US";538;1
"Alaska";"US";0;0
"Alaska";"US";226;1
"Alaska";"US";284;3
"Alaska";"US";802;8
"American Samoa";"US";4;0
"Arizona";"US";15492;513
