"Province_State";"Country_Region";"Confirmed";"Deaths"
"Sergipe";"Brazil";282972;6072
"Tocantins";"Brazil";254144;3983
"Brunei";"Brunei";16084;98
"Bulgaria";"Bulgaria";877381;32636
"Burkina Faso";"Burkina Faso";20514;353
"Burma";"Burma";533959;19309
"Burundi";"Burundi";36868;38
"Cabo Verde";"Cabo Verde";55256;387
"Cambodia";"Cambodia";121000;3015
"Cameroon";"Cameroon";114113;1867
"Alberta";"Canada";466616;3429
"British Columbia";"Canada";308079;2529
"Diamond Princess";"Canada";0;1
"Grand Princess";"Canada";13;0
"Manitoba";"Canada";114021;1492
"New Brunswick";"Canada";25465;207
"Newfoundland and Labrador";"Canada";14522;30
"Northwest Territories";"Canada";4680;14
"Nova Scotia";"Canada";33083;128
"Nunavut";"Canada";1297;5
"Ontario";"Canada";971033;10702
"Prince Edward Island";"Canada";5628;3
"Quebec";"Canada";830488;12766
"Repatriated Travellers";"Canada";13;0
"Saskatchewan";"Canada";107842;972
"Yukon";"Canada";2849;16
"Central African Republic";"Central African Republic";13611;109
"Chad";"Chad";6889;185
"Antofagasta";"Chile";77486;1304
"Araucania";"Chile";110967;1572
"Arica y Parinacota";"Chile";35309;550
"Atacama";"Chile";33199;387
"Aysen";"Chile";11225;101
"Biobio";"Chile";174296;2900
"Coquimbo";"Chile";60111;1116
"Los Lagos";"Chile";102803;1562
"Los Rios";"Chile";56563;742
"Magallanes";"Chile";34877;515
"Maule";"Chile";113101;1877
"Metropolitana";"Chile";810445;20033
"Nuble";"Chile";41682;681
"OHiggins";"Chile";76271;1640
"Tarapaca";"Chile";59774;846
"Valparaiso";"Chile";151501;3671
"Anhui";"China";1009;6
"Beijing";"China";1267;9
"Chongqing";"China";611;6
"Fujian";"China";1451;1
"Gansu";"China";356;2
"Guangdong";"China";3718;8
"Guangxi";"China";694;2
"Guizhou";"China";160;2
"Hainan";"China";190;6
"Hebei";"China";1458;7
"Heilongjiang";"China";2035;13
"Henan";"China";2639;22
"Hong Kong";"China";12932;213
"Hubei";"China";68320;4512
"Hunan";"China";1230;4
"Inner Mongolia";"China";1191;1
"Jiangsu";"China";1629;0
"Jiangxi";"China";959;1
"Jilin";"China";590;3
"Liaoning";"China";810;2
"Macau";"China";79;0
"Ningxia";"China";122;0
"Qinghai";"China";30;0
"Shaanxi";"China";2826;3
"Shandong";"China";1070;7
"Shanghai";"China";3646;7
"Shanxi";"China";266;0
"Sichuan";"China";1370;3
"Tianjin";"China";1009;3
"Tibet";"China";1;0
"Xinjiang";"China";981;3
"Yunnan";"China";1858;2
"Zhejiang";"China";2109;1
"Amazonas";"Colombia";7267;260
"Antioquia";"Colombia";886982;17295
"Arauca";"Colombia";14953;492
"Atlantico";"Colombia";379045;9795
"Bolivar";"Colombia";190640;3126
"Boyaca";"Colombia";117734;2616
"Caldas";"Colombia";113573;2335
"Capital District";"Colombia";1619150;27932
"Caqueta";"Colombia";23938;954
"Casanare";"Colombia";38112;948
"Cauca";"Colombia";68092;1642
"Cesar";"Colombia";99928;2586
"Choco";"Colombia";18116;410
"Cordoba";"Colombia";113231;3770
"Cundinamarca";"Colombia";292889;6906
"Guainia";"Colombia";2661;35
"Guaviare";"Colombia";5356;97
"Huila";"Colombia";95419;3261
"La Guajira";"Colombia";51076;1460
"Magdalena";"Colombia";108940;3510
"Meta";"Colombia";97349;2338
"Narino";"Colombia";101070;3091
"Norte de Santander";"Colombia";108359;4773
"Putumayo";"Colombia";19202;729
"Quindio";"Colombia";67347;1915
"Risaralda";"Colombia";101271;2328
"San Andres y Providencia";"Colombia";9525;152
"Santander";"Colombia";257932;7630
"Sucre";"Colombia";62736;1635
"Tolima";"Colombia";118909;3733
"Valle del Cauca";"Colombia";518309;13898
"Vaupes";"Colombia";1827;17
"Vichada";"Colombia";3154;58
"Comoros";"Comoros";7801;159
"Congo (Kinshasa)";"Congo";84283;1278
"Costa Rica";"Costa Rica";643496;7451
"Cote d'Ivoire";"Cote d'Ivoire";80114;778
"Croatia";"Croatia";869965;13371
"Cuba";"Cuba";1018604;8358
"Cyprus";"Cyprus";237260;709
"Czechia";"Czechia";2732453;37021
"Faroe Islands";"Denmark";13822;17
"Greenland";"Denmark";9485;4
"Denmark";"Denmark";1355815;3596
"Diamond Princess";"Diamond Princess";712;13
"Djibouti";"Djibouti";15271;189
"Dominica";"Dominica";8421;49
"Dominican Republic";"Dominican Republic";536767;4285
"Ecuador";"Ecuador";658045;34279
"Egypt";"Egypt";408495;22330
"El Salvador";"El Salvador";127012;3851
"Equatorial Guinea";"Equatorial Guinea";15690;179
"Eritrea";"Eritrea";9250;91
"Estonia";"Estonia";287757;2003
"Eswatini";"Eswatini";68061;1367
"Ethiopia";"Ethiopia";461733;7236
"Fiji";"Fiji";60931;768
"Finland";"Finland";371135;1724
"French Guiana";"France";72188;357
"French Polynesia";"France";47470;636
"Guadeloupe";"France";73660;835
"Martinique";"France";73355;816
"Mayotte";"France";35691;187
"New Caledonia";"France";15195;282
"Reunion";"France";133617;462
"Saint Barthelemy";"France";3282;6
"Saint Pierre and Miquelon";"France";652;0
"St Martin";"France";9143;60
"Wallis and Futuna";"France";454;7
"France";"France";16041383;125857
"Gabon";"Gabon";45909;300
"Gambia";"Gambia";11572;347
"Georgia";"Georgia";1041749;14673
"Baden-Wurttemberg";"Germany";1211995;13527
"Bayern";"Germany";1566512;20308
"Berlin";"Germany";454013;4084
"Brandenburg";"Germany";300595;4962
"Bremen";"Germany";74703;632
"Hamburg";"Germany";205719;2075
"Hessen";"Germany";607110;8722
"Mecklenburg-Vorpommern";"Germany";128465;1607
"Niedersachsen";"Germany";562750;7049
"Nordrhein-Westfalen";"Germany";1699970;20897
"Rheinland-Pfalz";"Germany";337481;4767
"Saarland";"Germany";90904;1314
"Sachsen";"Germany";695951;13960
"Sachsen-Anhalt";"Germany";248244;4540
"Schleswig-Holstein";"Germany";187757;1937
"Thuringen";"Germany";309937;6341
"Ghana";"Ghana";154891;1357
"Greece";"Greece";1781203;22549
"Grenada";"Grenada";11190;205
"Guatemala";"Guatemala";669012;16263
"Guinea";"Guinea";35857;414
"Guinea-Bissau";"Guinea-Bissau";7284;153
"Guyana";"Guyana";56585;1130
"Haiti";"Haiti";28352;783
"Holy See";"Holy See";29;0
"Honduras";"Honduras";387515;10468
"Hungary";"Hungary";1401457;40822
"Iceland";"Iceland";54579;44
"Andaman and Nicobar Islands";"India";9277;129
"Andhra Pradesh";"India";2166194;14538
"Arunachal Pradesh";"India";59162;282
"Assam";"India";690534;6288
"Bihar";"India";808754;12183
"Chandigarh";"India";84884;1100
"Chhattisgarh";"India";1091868;13716
"Dadra and Nagar Haveli and Daman and Diu";"India";11172;4
"Delhi";"India";1782514;25586
"Goa";"India";227856;3602
"Gujarat";"India";1045938;10230
"Haryana";"India";901303;10165
"Himachal Pradesh";"India";259566;3931
"Jammu and Kashmir";"India";390949;4598
"Jharkhand";"India";419158;5253
"Karnataka";"India";3467472;38563
"Kerala";"India";5597648;51739
"Ladakh";"India";24496;222
"Lakshadweep";"India";10743;51
"Madhya Pradesh";"India";882906;10562
"Maharashtra";"India";7466420;142071
"Manipur";"India";129661;2022
"Meghalaya";"India";88141;1496
"Mizoram";"India";159653;581
"Nagaland";"India";33478;705
"Odisha";"India";1196140;8514
"Puducherry";"India";150316;1901
"Punjab";"India";707847;16948
"Rajasthan";"India";1115790;9076
"Sikkim";"India";36765;421
"Tamil Nadu";"India";3103410;37178
"Telangana";"India";731212;4071
"Tripura";"India";97933;868
"Uttar Pradesh";"India";1933165;23038
"Uttarakhand";"India";396674;7475
"West Bengal";"India";1958265;20302
"Indonesia";"Indonesia";4283453;144206
"Iran";"Iran";6245346;132202
"Iraq";"Iraq";2149306;24283
"Ireland";"Ireland";1141237;6087
"Israel";"Israel";2212589;8393
"Abruzzo";"Italy";188211;2743
"Basilicata";"Italy";55259;667
"Calabria";"Italy";158157;1782
"Campania";"Italy";934921;8878
"Emilia-Romagna";"Italy";913835;14748
"Friuli Venezia Giulia";"Italy";235924;4396
"Lazio";"Italy";773454;9633
"Liguria";"Italy";257274;4792
"Lombardia";"Italy";1957400;36460
"Marche";"Italy";216642;3344
"Molise";"Italy";26629;520
"P.A. Bolzano";"Italy";144442;1338
"P.A. Trento";"Italy";108424;1461
"Piemonte";"Italy";780681;12451
"Puglia";"Italy";534537;7114
"Sardegna";"Italy";115076;1793
"Sicilia";"Italy";566321;8157
"Toscana";"Italy";653343;8007
"Umbria";"Italy";140095;1587
"Valle d'Aosta";"Italy";26580;499
"Veneto";"Italy";993986;12926
"Jamaica";"Jamaica";118727;2572
"Aichi";"Japan";130440;1168
"Akita";"Japan";2398;27
"Aomori";"Japan";7689;39
"Chiba";"Japan";116406;1032
"Ehime";"Japan";7905;82
"Fukui";"Japan";4109;38
"Fukuoka";"Japan";92413;630
"Fukushima";"Japan";10486;176
"Gifu";"Japan";22905;220
"Gunma";"Japan";22241;183
"Hiroshima";"Japan";38255;214
"Hokkaido";"Japan";71826;1479
"Hyogo";"Japan";97839;1402
"Ibaraki";"Japan";28618;220
"Ishikawa";"Japan";9494;140
"Iwate";"Japan";3752;53
"Kagawa";"Japan";5976;38
"Kagoshima";"Japan";12057;66
"Kanagawa";"Japan";194284;1328
"Kochi";"Japan";4759;33
"Kumamoto";"Japan";20267;139
"Kyoto";"Japan";47607;292
"Mie";"Japan";17645;167
"Miyagi";"Japan";17805;118
"Miyazaki";"Japan";8204;41
"Nagano";"Japan";12907;97
"Nagasaki";"Japan";9479;74
"Nara";"Japan";19488;152
"Niigata";"Japan";12166;63
"Oita";"Japan";10283;84
"Okayama";"Japan";19425;136
"Okinawa";"Japan";74360;399
"Osaka";"Japan";256466;3077
"Port Quarantine";"Japan";4463;4
"Saga";"Japan";8243;32
"Saitama";"Japan";135405;1061
"Shiga";"Japan";16996;105
"Shimane";"Japan";3296;5
"Shizuoka";"Japan";34795;210
"Tochigi";"Japan";19091;120
"Tokushima";"Japan";3782;66
"Tokyo";"Japan";453679;3184
"Tottori";"Japan";2416;5
"Toyama";"Japan";5464;52
"Wakayama";"Japan";7525;62
"Yamagata";"Japan";4195;56
"Yamaguchi";"Japan";9895;95
"Yamanashi";"Japan";6675;29
"Jordan";"Jordan";1134097;13062
"Kazakhstan";"Kazakhstan";1231856;18357
"Kenya";"Kenya";320138;5531
"Kiribati";"Kiribati";2;0
"Kosovo";"Kosovo";178489;2997
"Kuwait";"Kuwait";493107;2485
"Kyrgyzstan";"Kyrgyzstan";194607;2846
"Laos";"Laos";129536;524
"Latvia";"Latvia";330788;4793
"Lebanon";"Lebanon";858848;9474
"Lesotho";"Lesotho";31899;690
"Liberia";"Liberia";7208;288
"Libya";"Libya";403144;5907
"Liechtenstein";"Liechtenstein";7838;73
"Lithuania";"Lithuania";601620;7748
"Luxembourg";"Luxembourg";137570;943
"MS Zaandam";"MS Zaandam";9;2
"Madagascar";"Madagascar";57375;1223
"Malawi";"Malawi";83765;2519
"Johor";"Malaysia";253487;3900
"Kedah";"Malaysia";173690;2185
"Kelantan";"Malaysia";175465;1271
"Melaka";"Malaysia";79604;968
"Negeri Sembilan";"Malaysia";116954;1333
"Pahang";"Malaysia";99691;798
"Perak";"Malaysia";131920;1426
"Perlis";"Malaysia";7475;138
"Pulau Pinang";"Malaysia";165381;1767
"Sabah";"Malaysia";245473;2818
"Sarawak";"Malaysia";252688;1621
"Selangor";"Malaysia";804769;10037
"Terengganu";"Malaysia";84655;751
"W.P. Kuala Lumpur";"Malaysia";216886;2696
"W.P. Labuan";"Malaysia";11021;151
"W.P. Putrajaya";"Malaysia";9930;22
"Maldives";"Maldives";114977;269
"Mali";"Mali";29597;704
"Malta";"Malta";65596;525
"Marshall Islands";"Marshall Islands";7;0
"Mauritania";"Mauritania";57172;924
"Mauritius";"Mauritius";25159;240
"Aguascalientes";"Mexico";45815;3128
"Baja California";"Mexico";112061;11407
"Baja California Sur";"Mexico";79941;2473
"Campeche";"Mexico";27317;2108
"Chiapas";"Mexico";25352;2303
"Chihuahua";"Mexico";98584;9016
"Ciudad de Mexico";"Mexico";1145001;40594
"Coahuila";"Mexico";124584;8013
"Colima";"Mexico";40325;2051
"Durango";"Mexico";60597;3228
"Guanajuato";"Mexico";232003;13688
"Guerrero";"Mexico";84825;6354
"Hidalgo";"Mexico";71702;7946
"Jalisco";"Mexico";189635;17976
"Mexico";"Mexico";438665;45043
"Michoacan";"Mexico";80328;8311
"Morelos";"Mexico";55401;4967
"Nayarit";"Mexico";44791;2934
"Nuevo Leon";"Mexico";243375;13920
"Oaxaca";"Mexico";93136;5696
"Puebla";"Mexico";137697;15803
"Queretaro";"Mexico";114483;5702
"Quintana Roo";"Mexico";77100;4148
"San Luis Potosi";"Mexico";137560;6937
"Sinaloa";"Mexico";93372;9086
"Sonora";"Mexico";139038;9358
"Tabasco";"Mexico";167273;5790
"Tamaulipas";"Mexico";120842;7220
"Tlaxcala";"Mexico";32423;3004
"Veracruz";"Mexico";135232;15218
"Yucatan";"Mexico";90329;5772
"Zacatecas";"Mexico";56802;3527
"Micronesia";"Micronesia";1;0
"Moldova";"Moldova";407003;10513
"Monaco";"Monaco";7451;45
"Mongolia";"Mongolia";426261;2094
"Montenegro";"Montenegro";212144;2507
"Morocco";"Morocco";1093978;15113
"Mozambique";"Mozambique";222415;2153
"Namibia";"Namibia";155198;3914
"Nepal";"Nepal";904796;11651
"Aruba";"Netherlands";32220;187
"Bonaire, Sint Eustatius and Saba";"Netherlands";6280;27
"Curacao";"Netherlands";35878;215
"Drenthe";"Netherlands";76889;428
"Flevoland";"Netherlands";88605;314
"Friesland";"Netherlands";115816;586
"Gelderland";"Netherlands";422967;2616
"Groningen";"Netherlands";95639;343
"Limburg";"Netherlands";259766;2082
"Noord-Brabant";"Netherlands";577303;3572
"Noord-Holland";"Netherlands";663905;3154
"Overijssel";"Netherlands";242486;1349
"Sint Maarten";"Netherlands";9029;77
"Utrecht";"Netherlands";307756;1482
"Zeeland";"Netherlands";78822;360
"Zuid-Holland";"Netherlands";872378;4908
"Cook Islands";"New Zealand";2;0
"New Zealand";"New Zealand";15550;52
"Nicaragua";"Nicaragua";17604;219
"Niger";"Niger";8542;295
"Nigeria";"Nigeria";251959;3124
"North Macedonia";"North Macedonia";254857;8198
"Norway";"Norway";609950;1414
"Oman";"Oman";318272;4125
"Azad Jammu and Kashmir";"Pakistan";35218;750
"Balochistan";"Pakistan";33910;367
"Gilgit-Baltistan";"Pakistan";10489;187
"Islamabad";"Pakistan";117436;976
"Khyber Pakhtunkhwa";"Pakistan";184455;5974
"Punjab";"Pakistan";462323;13105
"Sindh";"Pakistan";523774;7738
"Palau";"Palau";383;0
"Panama";"Panama";626890;7574
"Papua New Guinea";"Papua New Guinea";36446;596
"Paraguay";"Paraguay";516555;16887
"Amazonas";"Peru";34029;1293
"Ancash";"Peru";88759;6789
"Apurimac";"Peru";27769;1528
"Arequipa";"Peru";129320;9776
"Ayacucho";"Peru";36885;2171
"Cajamarca";"Peru";72311;4205
"Callao";"Peru";113655;10146
"Cusco";"Peru";87145;4854
"Huancavelica";"Peru";17317;1185
"Huanuco";"Peru";39063;2734
"Ica";"Peru";67451;8627
"Junin";"Peru";95384;7121
"La Libertad";"Peru";101353;10420
"Lambayeque";"Peru";72748;8738
"Lima";"Peru";1132690;89734
"Loreto";"Peru";46244;4285
"Madre de Dios";"Peru";14466;782
"Moquegua";"Peru";32200;1542
"Pasco";"Peru";17252;1051
"Piura";"Peru";103155;12327
"Puno";"Peru";45159;4276
"San Martin";"Peru";51053;3043
"Tacna";"Peru";34636;1984
"Tumbes";"Peru";19965;1600
"Ucayali";"Peru";32780;3091
"Philippines";"Philippines";3387524;53406
"Poland";"Poland";4484095;103819
"Portugal";"Portugal";2176256;19539
"Qatar";"Qatar";320364;633
"Romania";"Romania";2003041;59525
"Adygea Republic";"Russia";28795;805
"Altai Krai";"Russia";126561;7124
"Altai Republic";"Russia";25871;544
"Amur Oblast";"Russia";57937;637
"Arkhangelsk Oblast";"Russia";128117;1556
"Astrakhan Oblast";"Russia";84963;2595
"Bashkortostan Republic";"Russia";126973;4630
"Belgorod Oblast";"Russia";84487;1874
"Bryansk Oblast";"Russia";100148;3135
"Buryatia Republic";"Russia";79445;2564
"Chechen Republic";"Russia";32623;986
"Chelyabinsk Oblast";"Russia";152078;6412
"Chukotka Autonomous Okrug";"Russia";3011;39
"Chuvashia Republic";"Russia";47993;4171
"Dagestan Republic";"Russia";68938;3301
"Ingushetia Republic";"Russia";30224;499
"Irkutsk Oblast";"Russia";164076;7281
"Ivanovo Oblast";"Russia";70687;2664
"Jewish Autonomous Okrug";"Russia";12062;442
"Kabardino-Balkarian Republic";"Russia";43822;1547
"Kaliningrad Oblast";"Russia";86504;1377
"Kalmykia Republic";"Russia";34495;763
"Kaluga Oblast";"Russia";68060;1273
"Kamchatka Krai";"Russia";24616;524
"Karachay-Cherkess Republic";"Russia";33624;926
"Karelia Republic";"Russia";93750;1279
"Kemerovo Oblast";"Russia";90733;1831
"Khabarovsk Krai";"Russia";130764;1316
"Khakassia Republic";"Russia";55581;2102
"Khanty-Mansi Autonomous Okrug";"Russia";101098;2128
"Kirov Oblast";"Russia";83264;801
"Komi Republic";"Russia";100119;2745
"Kostroma Oblast";"Russia";49847;1153
"Krasnodar Krai";"Russia";129872;9996
"Krasnoyarsk Krai";"Russia";179963;9251
"Kurgan Oblast";"Russia";52554;1037
"Kursk Oblast";"Russia";84236;2143
"Leningrad Oblast";"Russia";107775;3109
"Lipetsk Oblast";"Russia";87543;2967
"Magadan Oblast";"Russia";14032;356
"Mari El Republic";"Russia";30494;961
"Mordovia Republic";"Russia";41858;1110
"Moscow";"Russia";2157008;38295
"Moscow Oblast";"Russia";685978;12997
"Murmansk Oblast";"Russia";94506;2877
"Nenets Autonomous Okrug";"Russia";3613;89
"Nizhny Novgorod Oblast";"Russia";241392;10339
"North Ossetia - Alania Republic";"Russia";32520;1057
"Novgorod Oblast";"Russia";68115;813
"Novosibirsk Oblast";"Russia";100347;4517
"Omsk Oblast";"Russia";136343;3415
"Orel Oblast";"Russia";73850;1596
"Orenburg Oblast";"Russia";110847;3564
"Penza Oblast";"Russia";105760;4826
"Perm Krai";"Russia";169004;7709
"Primorsky Krai";"Russia";108588;1663
"Pskov Oblast";"Russia";73596;1381
"Rostov Oblast";"Russia";203386;9947
"Ryazan Oblast";"Russia";63772;2785
"Saint Petersburg";"Russia";912224;29351
"Sakha (Yakutiya) Republic";"Russia";81889;1843
"Sakhalin Oblast";"Russia";44818;608
"Samara Oblast";"Russia";207250;6598
"Saratov Oblast";"Russia";137894;5277
"Smolensk Oblast";"Russia";87860;2517
"Stavropol Krai";"Russia";133837;6361
"Sverdlovsk Oblast";"Russia";209627;9864
"Tambov Oblast";"Russia";64886;1871
"Tatarstan Republic";"Russia";45015;1550
"Tomsk Oblast";"Russia";64586;694
"Tula Oblast";"Russia";79977;4503
"Tver Oblast";"Russia";103603;2434
"Tyumen Oblast";"Russia";95612;3662
"Tyva Republic";"Russia";32173;332
"Udmurt Republic";"Russia";81498;3295
"Ulyanovsk Oblast";"Russia";123123;4019
"Vladimir Oblast";"Russia";85656;3043
"Volgograd Oblast";"Russia";134329;5880
"Vologda Oblast";"Russia";102702;3132
"Voronezh Oblast";"Russia";201242;7197
"Yamalo-Nenets Autonomous Okrug";"Russia";64145;976
"Yaroslavl Oblast";"Russia";90124;2043
"Zabaykalsky Krai";"Russia";98511;1995
"Rwanda";"Rwanda";127902;1432
"Saint Kitts and Nevis";"Saint Kitts and Nevis";5230;28
"Saint Lucia";"Saint Lucia";19468;316
"Saint Vincent and the Grenadines";"Saint Vincent and the Grenadines";6615;90
"Samoa";"Samoa";18;0
"San Marino";"San Marino";11466;107
"Sao Tome and Principe";"Sao Tome and Principe";5816;68
"Saudi Arabia";"Saudi Arabia";647819;8918
"Senegal";"Senegal";84118;1923
"Serbia";"Serbia";1532741;13239
"Seychelles";"Seychelles";34367;143
"Sierra Leone";"Sierra Leone";7584;125
"Singapore";"Singapore";310276;847
"Slovakia";"Slovakia";1454621;17612
"Slovenia";"Slovenia";589458;5751
"Solomon Islands";"Solomon Islands";289;0
"Somalia";"Somalia";24322;1335
"South Africa";"South Africa";3579428;94063
"South Sudan";"South Sudan";16673;137
"Andalusia";"Spain";1180915;11775
"Aragon";"Spain";330909;4315
"Asturias";"Spain";153538;2230
"Baleares";"Spain";200195;1106
"C. Valenciana";"Spain";935559;8359
"Canarias";"Spain";240197;1317
"Cantabria";"Spain";96833;655
"Castilla - La Mancha";"Spain";397770;6726
"Castilla y Leon";"Spain";555146;7782
"Catalonia";"Spain";1747160;16240
"Ceuta";"Spain";15907;137
"Extremadura";"Spain";192367;2083
"Galicia";"Spain";390999;2861
"La Rioja";"Spain";77806;873
"Madrid";"Spain";1406148;16477
"Melilla";"Spain";17765;125
"Murcia";"Spain";284891;1916
"Navarra";"Spain";190994;1370
"Pais Vasco";"Spain";560359;5394
"Sri Lanka";"Sri Lanka";601048;15284
"Sudan";"Sudan";53959;3393
"Summer Olympics 2020";"Summer Olympics 2020";865;0
"Suriname";"Suriname";69741;1237
"Blekinge";"Sweden";19769;140
"Dalarna";"Sweden";45086;374
"Gavleborg";"Sweden";52317;584
"Gotland";"Sweden";7739;55
"Halland";"Sweden";71763;345
"Jamtland Harjedalen";"Sweden";23863;131
"Jonkoping";"Sweden";63572;579
"Kalmar";"Sweden";37756;267
"Kronoberg";"Sweden";33736;337
"Norrbotten";"Sweden";36152;300
"Orebro";"Sweden";55446;368
"Ostergotland";"Sweden";62814;677
"Skane";"Sweden";253444;1893
"Sormland";"Sweden";43880;500
"Stockholm";"Sweden";447555;4674
"Uppsala";"Sweden";63853;566
"Varmland";"Sweden";38430;235
"Vasterbotten";"Sweden";37672;206
"Vasternorrland";"Sweden";37627;489
"Vastmanland";"Sweden";51299;394
"Vastra Gotaland";"Sweden";300232;2560
"Switzerland";"Switzerland";1879319;12582
"Syria";"Syria";50943;2965
"Taiwan*";"Taiwan";18238;851
"Tajikistan";"Tajikistan";17493;125
"Tanzania";"Tanzania";32393;753
"Thailand";"Thailand";2377500;22032
"Timor-Leste";"Timor-Leste";19866;122
"Togo";"Togo";36280;266
"Tonga";"Tonga";1;0
"Trinidad and Tobago";"Trinidad and Tobago";105969;3286
"Tunisia";"Tunisia";846761;25954
"Turkey";"Turkey";10881626;85784
"Alabama";"US";13133;163
"Alabama";"US";49682;608
"Alabama";"US";4993;83
"Alabama";"US";5747;95
"Alabama";"US";13259;204
"Alabama";"US";2139;46
"Alabama";"US";4450;106
"Alabama";"US";28140;544
"Alabama";"US";7793;147
"Alabama";"US";4419;67
"Alabama";"US";9270;179
"Alabama";"US";1594;31
"Alabama";"US";6349;89
"Alabama";"US";3567;71
"Alabama";"US";3085;62
"Alabama";"US";11944;201
"Alabama";"US";13939;217
"Alabama";"US";2586;63
"Alabama";"US";2580;49
"Alabama";"US";8480;203
"Alabama";"US";3350;81
"Alabama";"US";21267;319
"Alabama";"US";11229;200
"Alabama";"US";7216;218
"Alabama";"US";16421;287
"Alabama";"US";20228;302
"Alabama";"US";9107;151
"Alabama";"US";25284;534
"Alabama";"US";4117;86
"Alabama";"US";8424;116
"Alabama";"US";5457;141
"Alabama";"US";1652;47
"Alabama";"US";4190;94
"Alabama";"US";3966;67
"Alabama";"US";22384;444
"Alabama";"US";12902;207
"Alabama";"US";164161;2041
"Alabama";"US";3177;60
"Alabama";"US";20744;329
"Alabama";"US";6549;140
"Alabama";"US";34226;275
"Alabama";"US";21758;236
"Alabama";"US";2353;68
"Alabama";"US";3438;69
"Alabama";"US";76027;795
"Alabama";"US";4301;93
"Alabama";"US";7034;134
"Alabama";"US";23757;335
"Alabama";"US";101773;1428
"Alabama";"US";4639;67
"Alabama";"US";48337;808
"Alabama";"US";31242;438
"Alabama";"US";0;0
"Alabama";"US";1821;40
"Alabama";"US";4641;92
"Alabama";"US";6569;115
"Alabama";"US";4571;69
"Alabama";"US";8948;69
"Alabama";"US";52479;394
"Alabama";"US";22644;372
"Alabama";"US";2060;42
"Alabama";"US";19256;316
"Alabama";"US";10207;209
"Alabama";"US";48816;674
"Alabama";"US";0;0
"Alabama";"US";15540;392
"Alabama";"US";3280;52
"Alabama";"US";2475;38
"Alabama";"US";6221;114
"Alaska";"US";579;3
"Alaska";"US";1462;2
"Alaska";"US";84250;452
"Alaska";"US";7634;37
"Alaska";"US";0;0
"Alaska";"US";649;1
"Alaska";"US";1468;9
"Alaska";"US";786;6
"Alaska";"US";325;1
"Alaska";"US";1142;11
"Alaska";"US";21518;122
"Alaska";"US";370;1
"Alaska";"US";6376;18
"Alaska";"US";13852;88
"Alaska";"US";2886;15
"Alaska";"US";3934;10
"Alaska";"US";2967;9
"Alaska";"US";28358;196
"Alaska";"US";3131;3
"Alaska";"US";3384;10
"Alaska";"US";2873;11
"Alaska";"US";602;3
"Alaska";"US";892;6
"Alaska";"US";1803;6
"Alaska";"US";104;0
"Alaska";"US";1574;16
"Alaska";"US";666;1
"Alaska";"US";0;0
"Alaska";"US";364;1
"Alaska";"US";408;5
"Alaska";"US";988;8
"American Samoa";"US";18;0
