"Province_State";"Country_Region";"Confirmed";"Deaths"
"Oklahoma";"US";4007;105
"Oklahoma";"US";6826;89
"Oklahoma";"US";7823;144
"Oklahoma";"US";4265;39
"Oklahoma";"US";1033;24
"Oklahoma";"US";110875;1694
"Oklahoma";"US";1013;968
"Oklahoma";"US";13122;207
"Oklahoma";"US";8639;200
"Oklahoma";"US";1611;31
"Oklahoma";"US";1688;26
"Oklahoma";"US";4024;51
"Oregon";"US";2175;31
"Oregon";"US";6051;37
"Oregon";"US";32426;376
"Oregon";"US";2583;35
"Oregon";"US";4238;55
"Oregon";"US";5573;106
"Oregon";"US";3301;56
"Oregon";"US";1901;36
"Oregon";"US";23182;185
"Oregon";"US";13236;286
"Oregon";"US";184;4
"Oregon";"US";1083;14
"Oregon";"US";1193;32
"Oregon";"US";2113;37
"Oregon";"US";24672;350
"Oregon";"US";4168;65
"Oregon";"US";10057;240
"Oregon";"US";8979;145
"Oregon";"US";1040;16
"Oregon";"US";29856;354
"Oregon";"US";3572;52
"Oregon";"US";14488;178
"Oregon";"US";5915;86
"Oregon";"US";39592;504
"Oregon";"US";1970;25
"Oregon";"US";59768;836
"Oregon";"US";8136;98
"Oregon";"US";190;3
"Oregon";"US";2143;45
"Oregon";"US";15087;180
"Oregon";"US";0;0
"Oregon";"US";3368;54
"Oregon";"US";747;13
"Oregon";"US";3148;46
"Oregon";"US";41571;393
"Oregon";"US";114;1
"Oregon";"US";9665;142
"Pennsylvania";"US";14617;243
"Pennsylvania";"US";148898;2481
"Pennsylvania";"US";10321;227
"Pennsylvania";"US";25631;519
"Pennsylvania";"US";7685;191
"Pennsylvania";"US";64227;1201
"Pennsylvania";"US";20531;429
"Pennsylvania";"US";9176;137
"Pennsylvania";"US";78639;1477
"Pennsylvania";"US";28720;545
"Pennsylvania";"US";22437;561
"Pennsylvania";"US";590;13
"Pennsylvania";"US";9928;211
"Pennsylvania";"US";22664;258
"Pennsylvania";"US";55089;903
"Pennsylvania";"US";5883;141
"Pennsylvania";"US";12674;226
"Pennsylvania";"US";5966;88
"Pennsylvania";"US";9116;166
"Pennsylvania";"US";13184;218
"Pennsylvania";"US";31357;650
"Pennsylvania";"US";37990;691
"Pennsylvania";"US";65944;1527
"Pennsylvania";"US";4762;65
"Pennsylvania";"US";35493;540
"Pennsylvania";"US";20349;457
"Pennsylvania";"US";1744;28
"Pennsylvania";"US";23844;491
"Pennsylvania";"US";2609;38
"Pennsylvania";"US";5613;65
"Pennsylvania";"US";7561;177
"Pennsylvania";"US";10750;263
"Pennsylvania";"US";6069;144
"Pennsylvania";"US";3306;125
"Pennsylvania";"US";25284;544
"Pennsylvania";"US";78035;1401
"Pennsylvania";"US";12530;292
"Pennsylvania";"US";22790;355
"Pennsylvania";"US";52620;961
"Pennsylvania";"US";45634;979
"Pennsylvania";"US";19294;389
"Pennsylvania";"US";5808;104
"Pennsylvania";"US";15704;371
"Pennsylvania";"US";8123;221
"Pennsylvania";"US";21660;378
"Pennsylvania";"US";92082;1903
"Pennsylvania";"US";2858;75
"Pennsylvania";"US";48274;815
"Pennsylvania";"US";14683;424
"Pennsylvania";"US";5882;133
"Pennsylvania";"US";191061;4095
"Pennsylvania";"US";5991;69
"Pennsylvania";"US";2270;59
"Pennsylvania";"US";22179;499
"Pennsylvania";"US";5330;112
"Pennsylvania";"US";12100;276
"Pennsylvania";"US";653;24
"Pennsylvania";"US";4532;75
"Pennsylvania";"US";5506;148
"Pennsylvania";"US";0;0
"Pennsylvania";"US";8110;112
"Pennsylvania";"US";7919;164
"Pennsylvania";"US";5010;151
"Pennsylvania";"US";29645;426
"Pennsylvania";"US";6473;124
"Pennsylvania";"US";51210;975
"Pennsylvania";"US";3186;68
"Pennsylvania";"US";70099;1065
"Puerto Rico";"US";602;0
"Puerto Rico";"US";2231;0
"Puerto Rico";"US";2720;0
"Puerto Rico";"US";1472;0
"Puerto Rico";"US";922;0
"Puerto Rico";"US";1244;0
"Puerto Rico";"US";4124;0
"Puerto Rico";"US";400;0
"Puerto Rico";"US";1044;0
"Puerto Rico";"US";1545;0
"Puerto Rico";"US";13684;0
"Puerto Rico";"US";1571;0
"Puerto Rico";"US";8019;0
"Puerto Rico";"US";1578;0
"Puerto Rico";"US";2679;0
"Puerto Rico";"US";11488;0
"Puerto Rico";"US";1650;0
"Puerto Rico";"US";1726;0
"Puerto Rico";"US";543;0
"Puerto Rico";"US";930;0
"Puerto Rico";"US";1741;0
"Puerto Rico";"US";1148;0
"Puerto Rico";"US";915;0
"Puerto Rico";"US";1980;0
"Puerto Rico";"US";51;0
"Puerto Rico";"US";2765;0
"Puerto Rico";"US";1740;0
"Puerto Rico";"US";701;0
"Puerto Rico";"US";348;0
"Puerto Rico";"US";1142;0
"Puerto Rico";"US";514;0
"Puerto Rico";"US";5867;0
"Puerto Rico";"US";2782;0
"Puerto Rico";"US";1696;0
"Puerto Rico";"US";600;0
"Puerto Rico";"US";2692;0
"Puerto Rico";"US";2350;0
"Puerto Rico";"US";428;0
"Puerto Rico";"US";1510;0
"Puerto Rico";"US";2750;0
"Puerto Rico";"US";669;0
"Puerto Rico";"US";1077;0
"Puerto Rico";"US";333;0
"Puerto Rico";"US";1971;0
"Puerto Rico";"US";1585;0
"Puerto Rico";"US";1085;0
"Puerto Rico";"US";1892;0
"Puerto Rico";"US";135;0
"Puerto Rico";"US";456;0
"Puerto Rico";"US";3428;0
"Puerto Rico";"US";2149;0
"Puerto Rico";"US";1725;0
"Puerto Rico";"US";1367;0
"Puerto Rico";"US";1932;0
"Puerto Rico";"US";1030;0
"Puerto Rico";"US";434;0
"Puerto Rico";"US";419;0
"Puerto Rico";"US";700;0
"Puerto Rico";"US";5030;0
"Puerto Rico";"US";1253;0
"Puerto Rico";"US";804;0
"Puerto Rico";"US";2923;0
"Puerto Rico";"US";630;0
"Puerto Rico";"US";993;0
"Puerto Rico";"US";951;0
"Puerto Rico";"US";25167;0
"Puerto Rico";"US";2153;0
"Puerto Rico";"US";1899;0
"Puerto Rico";"US";650;0
"Puerto Rico";"US";4955;0
"Puerto Rico";"US";5201;0
"Puerto Rico";"US";3907;0
"Puerto Rico";"US";4434;3269
"Puerto Rico";"US";1200;0
"Puerto Rico";"US";2425;0
"Puerto Rico";"US";3981;0
"Puerto Rico";"US";199;0
"Puerto Rico";"US";905;0
"Puerto Rico";"US";1369;0
"Puerto Rico";"US";1062;0
"Recovered";"US";0;0
"Rhode Island";"US";6488;150
"Rhode Island";"US";24088;397
"Rhode Island";"US";9342;53
"Rhode Island";"US";120617;2120
"Rhode Island";"US";12723;15
"Rhode Island";"US";15303;180
"South Carolina";"US";3939;50
"South Carolina";"US";27477;356
"South Carolina";"US";1361;21
"South Carolina";"US";37453;788
"South Carolina";"US";2180;63
"South Carolina";"US";3942;85
"South Carolina";"US";27600;318
"South Carolina";"US";31535;353
"South Carolina";"US";1767;53
"South Carolina";"US";66472;735
"South Carolina";"US";10285;258
"South Carolina";"US";6544;119
"South Carolina";"US";7500;147
"South Carolina";"US";5168;136
"South Carolina";"US";5702;190
"South Carolina";"US";12210;233
"South Carolina";"US";6439;116
"South Carolina";"US";34326;388
"South Carolina";"US";4509;59
"South Carolina";"US";3322;93
"South Carolina";"US";27096;550
"South Carolina";"US";9863;184
"South Carolina";"US";107387;1514
"South Carolina";"US";12862;235
"South Carolina";"US";3123;74
"South Carolina";"US";63450;903
"South Carolina";"US";3981;82
"South Carolina";"US";12217;210
"South Carolina";"US";16508;234
"South Carolina";"US";11954;234
"South Carolina";"US";2636;78
"South Carolina";"US";55311;718
"South Carolina";"US";5528;142
"South Carolina";"US";4898;83
"South Carolina";"US";1407;31
"South Carolina";"US";7676;148
"South Carolina";"US";15947;239
"South Carolina";"US";14793;340
"South Carolina";"US";28432;491
"South Carolina";"US";70094;781
"South Carolina";"US";2596;56
"South Carolina";"US";63001;1232
"South Carolina";"US";16653;304
"South Carolina";"US";0;0
"South Carolina";"US";4840;108
"South Carolina";"US";5703;129
"South Carolina";"US";47997;528
"South Dakota";"US";569;17
"South Dakota";"US";3448;47
"South Dakota";"US";503;9
"South Dakota";"US";1714;30
"South Dakota";"US";5319;40
"South Dakota";"US";7184;101
"South Dakota";"US";938;12
"South Dakota";"US";464;15
"South Dakota";"US";2036;34
"South Dakota";"US";176;4
"South Dakota";"US";1872;27
"South Dakota";"US";544;5
"South Dakota";"US";2305;17
"South Dakota";"US";5940;86
"South Dakota";"US";705;13
"South Dakota";"US";1444;18
"South Dakota";"US";4006;70
"South Dakota";"US";854;30
"South Dakota";"US";733;11
"South Dakota";"US";2016;32
"South Dakota";"US";542;9
"South Dakota";"US";657;14
"South Dakota";"US";1142;24
"South Dakota";"US";435;15
"South Dakota";"US";1445;46
"South Dakota";"US";764;31
"South Dakota";"US";339;11
"South Dakota";"US";1065;40
"South Dakota";"US";407;6
"South Dakota";"US";462;5
"South Dakota";"US";166;2
"South Dakota";"US";3301;49
"South Dakota";"US";1162;28
"South Dakota";"US";211;5
"South Dakota";"US";419;18
"South Dakota";"US";307;17
"South Dakota";"US";146;1
"South Dakota";"US";954;18
"South Dakota";"US";1637;20
"South Dakota";"US";4658;65
"South Dakota";"US";10840;78
"South Dakota";"US";803;11
"South Dakota";"US";501;8
"South Dakota";"US";989;27
"South Dakota";"US";352;7
"South Dakota";"US";4864;51
"South Dakota";"US";338;4
"South Dakota";"US";365;11
"South Dakota";"US";39537;404
"South Dakota";"US";849;22
"South Dakota";"US";2501;54
"South Dakota";"US";22374;264
"South Dakota";"US";460;16
"South Dakota";"US";462;5
"South Dakota";"US";1636;45
"South Dakota";"US";404;3
"South Dakota";"US";1068;28
"South Dakota";"US";476;3
"South Dakota";"US";186;3
"South Dakota";"US";1758;37
"South Dakota";"US";907;20
"South Dakota";"US";1411;61
"South Dakota";"US";0;0
"South Dakota";"US";2845;46
"South Dakota";"US";954;19
"South Dakota";"US";3960;41
"South Dakota";"US";463;10
"Tennessee";"US";13426;234
"Tennessee";"US";9477;159
"Tennessee";"US";2943;56
"Tennessee";"US";3547;22
"Tennessee";"US";24329;272
"Tennessee";"US";22549;217
"Tennessee";"US";7508;88
"Tennessee";"US";2841;44
"Tennessee";"US";5864;111
"Tennessee";"US";10831;227
"Tennessee";"US";7135;77
"Tennessee";"US";3581;75
"Tennessee";"US";5830;115
"Tennessee";"US";1548;37
"Tennessee";"US";7560;110
"Tennessee";"US";10813;164
"Tennessee";"US";3397;63
"Tennessee";"US";11435;230
"Tennessee";"US";123713;1196
"Tennessee";"US";4280;76
"Tennessee";"US";2472;44
"Tennessee";"US";10701;169
"Tennessee";"US";8163;150
"Tennessee";"US";7432;108
"Tennessee";"US";3763;69
"Tennessee";"US";8150;104
"Tennessee";"US";10791;191
"Tennessee";"US";6160;127
"Tennessee";"US";4489;68
"Tennessee";"US";14165;247
"Tennessee";"US";2928;42
"Tennessee";"US";13263;207
"Tennessee";"US";64907;677
"Tennessee";"US";1247;21
"Tennessee";"US";5165;85
"Tennessee";"US";5664;88
"Tennessee";"US";10676;180
"Tennessee";"US";3906;77
"Tennessee";"US";5881;106
"Tennessee";"US";5560;92
"Tennessee";"US";4726;78
"Tennessee";"US";1880;45
"Tennessee";"US";3333;48
"Tennessee";"US";2108;40
"Tennessee";"US";10121;151
"Tennessee";"US";3897;52
"Tennessee";"US";80429;946
"Tennessee";"US";2024;31
"Tennessee";"US";5258;68
"Tennessee";"US";9733;127
"Tennessee";"US";2558;41
"Tennessee";"US";6824;91
"Tennessee";"US";9402;101
"Tennessee";"US";5547;94
"Tennessee";"US";18035;324
"Tennessee";"US";5880;58
"Tennessee";"US";6965;90
"Tennessee";"US";19759;237
"Tennessee";"US";10704;137
"Tennessee";"US";4780;72
"Tennessee";"US";2223;31
"Tennessee";"US";9915;128
"Tennessee";"US";33483;351
"Tennessee";"US";1459;24
"Tennessee";"US";3910;50
"Tennessee";"US";6816;111
"Tennessee";"US";29456;140
"Tennessee";"US";4892;83
"Tennessee";"US";1639;34
"Tennessee";"US";1121;26
"Tennessee";"US";3242;33
"Tennessee";"US";17007;225
"Tennessee";"US";7080;99
"Tennessee";"US";10295;159
"Tennessee";"US";14318;196
"Tennessee";"US";63420;578
"Tennessee";"US";5659;65
"Tennessee";"US";3060;33
"Tennessee";"US";20536;283
"Tennessee";"US";147115;2327
"Tennessee";"US";4243;53
"Tennessee";"US";2183;35
"Tennessee";"US";28002;446
"Tennessee";"US";35025;430
"Tennessee";"US";11637;141
"Tennessee";"US";3228;27
"Tennessee";"US";22931;131
"Tennessee";"US";3226;65
"Tennessee";"US";3387;50
"Tennessee";"US";1278;29
"Tennessee";"US";8789;130
"Tennessee";"US";22717;339
"Tennessee";"US";4147;41
"Tennessee";"US";6349;89
"Tennessee";"US";5730;98
"Tennessee";"US";40707;276
"Tennessee";"US";27653;347
"Texas";"US";8103;205
"Texas";"US";2920;65
"Texas";"US";13863;418
"Texas";"US";2617;67
"Texas";"US";1303;23
"Texas";"US";298;7
"Texas";"US";8716;206
"Texas";"US";3638;56
"Texas";"US";1020;28
"Texas";"US";2428;61
"Texas";"US";14412;183
"Texas";"US";587;24
"Texas";"US";5340;133
"Texas";"US";39510;736
"Texas";"US";326558;5263
"Texas";"US";1272;28
"Texas";"US";43;2
"Texas";"US";2452;57
"Texas";"US";12896;342
"Texas";"US";60754;851
"Texas";"US";39026;364
"Texas";"US";1104;22
"Texas";"US";241;7
"Texas";"US";1128;47
"Texas";"US";7137;173
"Texas";"US";3314;60
"Texas";"US";7517;130
"Texas";"US";8526;154
"Texas";"US";3911;36
"Texas";"US";1881;57
"Texas";"US";66830;1817
"Texas";"US";2043;67
"Texas";"US";834;24
"Texas";"US";4520;155
"Texas";"US";1370;38
"Texas";"US";8856;58
"Texas";"US";6889;227
"Texas";"US";1612;21
"Texas";"US";1584;25
"Texas";"US";483;19
"Texas";"US";683;18
"Texas";"US";1175;54
"Texas";"US";132045;1163
"Texas";"US";422;11
"Texas";"US";2607;54
"Texas";"US";20068;465
"Texas";"US";2360;66
"Texas";"US";714;10
"Texas";"US";5179;105
"Texas";"US";10769;166
"Texas";"US";239;9
"Texas";"US";896;19
"Texas";"US";788;16
"Texas";"US";1038;37
"Texas";"US";405;11
"Texas";"US";1287;29
"Texas";"US";412507;5584
"Texas";"US";2206;80
"Texas";"US";3013;85
"Texas";"US";3499;84
"Texas";"US";634;22
"Texas";"US";110593;1052
"Texas";"US";258;13
"Texas";"US";3808;46
"Texas";"US";622;18
"Texas";"US";1973;59
"Texas";"US";2205;82
"Texas";"US";26393;552
"Texas";"US";335;8
"Texas";"US";157526;2935
"Texas";"US";34066;479
"Texas";"US";6431;105
"Texas";"US";2604;50
"Texas";"US";5068;153
"Texas";"US";3633;93
"Texas";"US";433;17
"Texas";"US";1215;40
"Texas";"US";183;10
"Texas";"US";101891;1009
"Texas";"US";1360;37
"Texas";"US";2782;72
"Texas";"US";4038;77
"Texas";"US";2189;65
"Texas";"US";65148;707
"Texas";"US";744;22
"Texas";"US";3628;82
"Texas";"US";156;3
"Texas";"US";670;28
"Texas";"US";3579;85
"Texas";"US";3825;83
"Texas";"US";16432;508
"Texas";"US";19420;577
"Texas";"US";5279;108
"Texas";"US";24886;344
"Texas";"US";8119;195
"Texas";"US";573;15
"Texas";"US";1324;29
"Texas";"US";1155;26
"Texas";"US";456;14
"Texas";"US";10491;212
"Texas";"US";585483;9503
"Texas";"US";9229;184
"Texas";"US";936;2
"Texas";"US";643;32
"Texas";"US";33747;405
"Texas";"US";714;3
"Texas";"US";9913;348
"Texas";"US";119064;3493
"Texas";"US";5861;168
"Texas";"US";4414;135
"Texas";"US";9877;211
"Texas";"US";5470;146
"Texas";"US";2871;86
"Texas";"US";5845;143
"Texas";"US";597;14
"Texas";"US";11095;312
"Texas";"US";3954;94
"Texas";"US";192;2
"Texas";"US";991;21
"Texas";"US";2786;52
"Texas";"US";4091;161
"Texas";"US";210;6
"Texas";"US";31913;724
"Texas";"US";910;20
"Texas";"US";7223;181
"Texas";"US";29246;569
"Texas";"US";3235;76
"Texas";"US";4158;58
"Texas";"US";24253;440
"Texas";"US";5267;102
"Texas";"US";61;2
"Texas";"US";125;3
"Texas";"US";6907;138
"Texas";"US";450;11
"Texas";"US";21;0
"Texas";"US";518;10
"Texas";"US";4348;132
"Texas";"US";362;21
"Texas";"US";1361;40
"Texas";"US";8952;218
"Texas";"US";3020;91
"Texas";"US";3579;68
"Texas";"US";3226;99
"Texas";"US";2982;54
"Texas";"US";2481;71
"Texas";"US";13052;357
"Texas";"US";3669;111
"Texas";"US";439;12
"Texas";"US";1758;38
"Texas";"US";2673;76
"Texas";"US";8;0
"Texas";"US";67301;1042
"Texas";"US";864;27
"Texas";"US";2514;45
"Texas";"US";1188;53
"Texas";"US";849;24
"Texas";"US";578;8
"Texas";"US";6113;160
"Texas";"US";12930;412
"Texas";"US";953;38
"Texas";"US";43001;751
"Texas";"US";117;8
"Texas";"US";7018;168
"Texas";"US";343;11
"Texas";"US";29319;380
"Texas";"US";3797;89
"Texas";"US";856;28
"Texas";"US";999;41
"Texas";"US";3143;96
"Texas";"US";89335;1113
"Texas";"US";3616;88
"Texas";"US";1665;56
"Texas";"US";171;9
"Texas";"US";7897;234
"Texas";"US";8866;189
"Texas";"US";948;54
"Texas";"US";2529;79
"Texas";"US";68003;1294
"Texas";"US";1579;38
"Texas";"US";375;6
"Texas";"US";13855;297
"Texas";"US";4839;122
"Texas";"US";2983;108
"Texas";"US";24798;345
"Texas";"US";1563;41
"Texas";"US";2344;54
"Texas";"US";5960;216
"Texas";"US";24708;565
"Texas";"US";914;28
"Texas";"US";1532;48
"Texas";"US";25260;368
"Texas";"US";606;10
"Texas";"US";575;20
"Texas";"US";1418;55
"Texas";"US";3702;58
"Texas";"US";1201;31
"Texas";"US";103;1
"Texas";"US";2969;66
"Texas";"US";17818;223
"Texas";"US";1733;54
"Texas";"US";8163;188
"Texas";"US";961;76
"Texas";"US";898;37
"Texas";"US";2905;80
"Texas";"US";7167;296
"Texas";"US";996;28
"Texas";"US";361;9
"Texas";"US";3496;84
"Texas";"US";498;6
"Texas";"US";2957;111
"Texas";"US";302;15
"Texas";"US";37076;821
"Texas";"US";1505;24
"Texas";"US";11734;333
"Texas";"US";1185;37
"Texas";"US";178;5
"Texas";"US";233;6
"Texas";"US";622;11
"Texas";"US";1496;22
"Texas";"US";370138;4889
"Texas";"US";23408;583
"Texas";"US";107;3
"Texas";"US";2239;67
"Texas";"US";140;7
"Texas";"US";5776;104
"Texas";"US";25262;392
"Texas";"US";122176;1465
"Texas";"US";1638;61
"Texas";"US";2478;70
"Texas";"US";0;0
"Texas";"US";5881;154
"Texas";"US";621;15
"Texas";"US";6386;117
"Texas";"US";10650;255
"Texas";"US";8205;224
"Texas";"US";13118;352
"Texas";"US";11798;185
"Texas";"US";6600;85
"Texas";"US";1998;34
"Texas";"US";5831;132
"Texas";"US";57166;911
"Texas";"US";6285;189
"Texas";"US";781;14
"Texas";"US";22236;533
"Texas";"US";2420;67
"Texas";"US";4856;113
"Texas";"US";78503;729
"Texas";"US";7662;141
"Texas";"US";1325;32
"Texas";"US";11559;206
"Texas";"US";6629;231
"Texas";"US";1281;34
"Texas";"US";2991;72
"Texas";"US";2213;46
"Texas";"US";2555;56
"Utah";"US";33614;182
"Utah";"US";14564;116
"Utah";"US";60194;286
"Utah";"US";209677;1230
"Utah";"US";2692;43
"Utah";"US";6925;54
"Utah";"US";43503;444
"Utah";"US";7460;19
"Utah";"US";13292;75
"Utah";"US";8842;79
"Utah";"US";1633;2
"Utah";"US";135007;599
"Utah";"US";6629;29
"Utah";"US";48098;329
"Vermont";"US";1748;9
"Vermont";"US";3966;32
"Vermont";"US";2367;21
"Vermont";"US";12750;131
"Vermont";"US";714;2
"Vermont";"US";3942;52
"Vermont";"US";408;2
"Vermont";"US";1598;9
"Vermont";"US";1682;6
"Vermont";"US";3360;24
"Vermont";"US";5153;31
"Vermont";"US";63;0
"Vermont";"US";4176;28
"Vermont";"US";2725;26
"Vermont";"US";3468;33
"Virgin Islands";"US";7490;85
"Virginia";"US";4206;80
"Virginia";"US";8455;110
"Virginia";"US";14753;154
"Virginia";"US";2245;83
"Virginia";"US";1559;42
"Virginia";"US";4504;61
"Virginia";"US";2499;36
"Virginia";"US";19414;275
"Virginia";"US";10633;139
"Virginia";"US";508;15
"Virginia";"US";10378;162
"Virginia";"US";1122;17
"Virginia";"US";4132;55
"Virginia";"US";2388;49
"Virginia";"US";1849;35
"Virginia";"US";2784;75
"Virginia";"US";2731;38
"Virginia";"US";1414;28
"Virginia";"US";7559;147
"Virginia";"US";4230;54
"Virginia";"US";4288;104
"Virginia";"US";731;21
"Virginia";"US";1367;28
"Virginia";"US";5515;62
"Virginia";"US";29646;370
"Virginia";"US";41260;570
"Virginia";"US";1499;29
"Virginia";"US";2670;69
"Virginia";"US";777;18
"Virginia";"US";646;10
"Virginia";"US";6886;91
"Virginia";"US";740;19
"Virginia";"US";6456;198
"Virginia";"US";1928;29
"Virginia";"US";3459;59
"Virginia";"US";842;46
"Virginia";"US";1316;20
"Virginia";"US";94555;1177
"Virginia";"US";1098;35
"Virginia";"US";713;14
"Virginia";"US";7445;88
"Virginia";"US";1541;31
"Virginia";"US";2922;27
"Virginia";"US";6419;112
"Virginia";"US";1674;44
"Virginia";"US";12321;161
"Virginia";"US";3171;26
"Virginia";"US";1609;64
"Virginia";"US";2396;32
"Virginia";"US";4000;80
"Virginia";"US";2149;31
"Virginia";"US";2271;51
"Virginia";"US";2322;45
"Virginia";"US";1962;26
"Virginia";"US";4106;113
"Virginia";"US";15457;248
"Virginia";"US";12399;201
"Virginia";"US";8450;114
"Virginia";"US";35665;731
"Virginia";"US";6991;173
"Virginia";"US";190;4
"Virginia";"US";3719;88
"Virginia";"US";4606;91
"Virginia";"US";7369;97
"Virginia";"US";2827;24
"Virginia";"US";2065;25
"Virginia";"US";667;8
"Virginia";"US";1084;23
"Virginia";"US";3895;62
"Virginia";"US";1621;37
"Virginia";"US";35699;303
"Virginia";"US";3488;53
"Virginia";"US";1200;22
"Virginia";"US";11970;195
"Virginia";"US";1089;23
"Virginia";"US";5261;54
"Virginia";"US";1285;14
"Virginia";"US";2215;91
"Virginia";"US";914;24
"Virginia";"US";3565;88
"Virginia";"US";979;33
"Virginia";"US";12118;114
"Virginia";"US";1448;20
"Virginia";"US";2584;26
"Virginia";"US";21133;305
"Virginia";"US";25031;357
"Virginia";"US";1179;46
"Virginia";"US";1243;36
"Virginia";"US";648;17
"Virginia";"US";2660;70
"Virginia";"US";3999;61
"Virginia";"US";3580;86
"Virginia";"US";2270;59
"Virginia";"US";5109;104
"Virginia";"US";8451;130
"Virginia";"US";1370;22
"Virginia";"US";12989;250
"Virginia";"US";2943;28
"Virginia";"US";2998;52
"Virginia";"US";5269;51
"Virginia";"US";56888;581
"Virginia";"US";4375;94
"Virginia";"US";3034;36
"Virginia";"US";627;5
"Virginia";"US";1703;16
"Virginia";"US";24918;371
"Virginia";"US";12538;182
"Virginia";"US";12787;256
"Virginia";"US";2270;66
"Virginia";"US";9739;169
"Virginia";"US";4091;68
"Virginia";"US";3717;69
"Virginia";"US";3393;84
"Virginia";"US";6840;174
"Virginia";"US";5147;123
"Virginia";"US";2435;68
"Virginia";"US";16029;160
"Virginia";"US";16856;111
"Virginia";"US";3530;83
"Virginia";"US";11218;247
"Virginia";"US";630;11
"Virginia";"US";1569;29
"Virginia";"US";6047;117
"Virginia";"US";0;0
"Virginia";"US";51216;571
"Virginia";"US";5360;94
"Virginia";"US";8028;156
"Virginia";"US";3764;50
"Virginia";"US";1974;38
"Virginia";"US";1207;13
"Virginia";"US";3785;56
"Virginia";"US";5822;130
"Virginia";"US";4762;109
"Virginia";"US";5685;83
"Washington";"US";3341;34
"Washington";"US";2993;50
"Washington";"US";32149;383
"Washington";"US";12063;116
"Washington";"US";5208;69
"Washington";"US";44642;536
"Washington";"US";384;9
"Washington";"US";14229;256
"Washington";"US";6551;44
"Washington";"US";869;17
"Washington";"US";20624;182
"Washington";"US";257;7
"Washington";"US";16872;167
"Washington";"US";9293;145
"Washington";"US";4398;50
"Washington";"US";1217;18
"Washington";"US";171847;2056
"Washington";"US";18010;247
"Washington";"US";5200;55
"Washington";"US";2250;30
"Washington";"US";10819;171
"Washington";"US";1489;25
"Washington";"US";6365;80
"Washington";"US";5581;93
"Washington";"US";1884;34
"Washington";"US";1647;24
"Washington";"US";98033;955
"Washington";"US";414;0
"Washington";"US";12674;127
"Washington";"US";838;7
"Washington";"US";71257;789
"Washington";"US";76762;1068
"Washington";"US";5321;103
"Washington";"US";22568;255
"Washington";"US";1538;4
"Washington";"US";301;5
"Washington";"US";9209;113
"Washington";"US";18028;174
"Washington";"US";5986;82
"Washington";"US";45040;628
"West Virginia";"US";2940;52
"West Virginia";"US";19937;193
"West Virginia";"US";3922;61
"West Virginia";"US";2355;24
"West Virginia";"US";3309;78
"West Virginia";"US";15848;283
"West Virginia";"US";1050;6
"West Virginia";"US";1368;22
"West Virginia";"US";1415;11
"West Virginia";"US";6676;135
"West Virginia";"US";1443;14
"West Virginia";"US";2392;37
"West Virginia";"US";5188;105
"West Virginia";"US";3596;50
"West Virginia";"US";4523;118
"West Virginia";"US";2669;31
"West Virginia";"US";12053;182
"West Virginia";"US";4212;92
"West Virginia";"US";7292;90
"West Virginia";"US";26320;531
"West Virginia";"US";3263;57
"West Virginia";"US";3185;50
"West Virginia";"US";5656;144
"West Virginia";"US";8869;122
"West Virginia";"US";5642;119
"West Virginia";"US";3888;61
"West Virginia";"US";3124;52
"West Virginia";"US";9469;184
"West Virginia";"US";4876;119
"West Virginia";"US";4891;84
"West Virginia";"US";14213;147
"West Virginia";"US";2222;27
"West Virginia";"US";2293;48
"West Virginia";"US";4170;61
"West Virginia";"US";6544;114
"West Virginia";"US";1208;15
"West Virginia";"US";1460;30
"West Virginia";"US";1238;19
"West Virginia";"US";5760;99
"West Virginia";"US";9613;136
"West Virginia";"US";12248;192
"West Virginia";"US";5462;55
"West Virginia";"US";1536;22
"West Virginia";"US";1760;25
"West Virginia";"US";1513;32
"West Virginia";"US";2549;43
"West Virginia";"US";1227;31
"West Virginia";"US";1433;24
"West Virginia";"US";0;0
"West Virginia";"US";4378;69
"West Virginia";"US";5932;90
"West Virginia";"US";1362;24
"West Virginia";"US";2744;61
"West Virginia";"US";902;15
"West Virginia";"US";13906;264
"West Virginia";"US";3865;67
"Wisconsin";"US";3042;35
"Wisconsin";"US";2073;21
"Wisconsin";"US";9465;101
"Wisconsin";"US";1967;26
"Wisconsin";"US";51180;335
"Wisconsin";"US";2256;8
"Wisconsin";"US";2630;33
"Wisconsin";"US";9428;69
"Wisconsin";"US";12172;127
"Wisconsin";"US";5439;87
"Wisconsin";"US";8806;93
"Wisconsin";"US";2626;23
"Wisconsin";"US";61972;386
"Wisconsin";"US";17766;239
"Wisconsin";"US";4129;41
"Wisconsin";"US";7218;66
"Wisconsin";"US";8223;49
"Wisconsin";"US";18259;146
"Wisconsin";"US";700;14
"Wisconsin";"US";19901;174
"Wisconsin";"US";1666;33
"Wisconsin";"US";8361;119
"Wisconsin";"US";5349;36
"Wisconsin";"US";3354;36
"Wisconsin";"US";3026;17
"Wisconsin";"US";955;42
"Wisconsin";"US";3762;34
"Wisconsin";"US";13218;165
"Wisconsin";"US";4817;39
"Wisconsin";"US";26113;406
"Wisconsin";"US";3982;48
"Wisconsin";"US";19248;123
"Wisconsin";"US";2389;12
"Wisconsin";"US";3511;59
"Wisconsin";"US";4840;116
"Wisconsin";"US";13513;118
"Wisconsin";"US";24451;318
"Wisconsin";"US";7992;82
"Wisconsin";"US";2599;37
"Wisconsin";"US";997;11
